inputId,code_module,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,year,semester
177,AAA,1,East Anglian Region,2.0,30-40%,0-35,0,120,0,0,2013,J
178,AAA,1,South West Region,2.0,90-100%,0-35,0,120,0,1,2013,J
179,AAA,1,South Region,4.0,90-100%,35-55,0,60,0,1,2013,J
180,AAA,1,Scotland,4.0,90-100%,35-55,0,60,0,0,2013,J
181,AAA,1,South Region,3.0,90-100%,55<=,0,120,0,1,2013,J
182,AAA,1,West Midlands Region,2.0,60-70%,55<=,0,120,0,1,2013,J
183,AAA,1,South Region,1.0,70-80%,55<=,0,60,0,1,2013,J
184,AAA,1,West Midlands Region,2.0,60-70%,55<=,0,60,0,1,2013,J
185,AAA,0,East Anglian Region,2.0,90-100%,35-55,0,60,0,1,2013,J
186,AAA,0,South West Region,2.0,50-60%,35-55,0,60,0,1,2013,J
187,AAA,1,North Western Region,3.0,40-50%,35-55,0,60,0,1,2013,J
188,AAA,0,East Anglian Region,2.0,40-50%,35-55,0,60,0,1,2013,J
189,AAA,0,West Midlands Region,3.0,90-100%,35-55,0,60,0,1,2013,J
190,AAA,1,South Region,3.0,90-100%,35-55,0,60,0,1,2013,J
191,AAA,0,London Region,1.0,30-40%,35-55,0,60,0,1,2013,J
192,AAA,1,Scotland,3.0,80-90%,55<=,0,60,0,1,2013,J
193,AAA,1,West Midlands Region,2.0,70-80%,35-55,0,60,0,0,2013,J
194,AAA,0,East Midlands Region,3.0,30-40%,35-55,0,60,0,1,2013,J
195,AAA,0,Yorkshire Region,2.0,10-20%,35-55,0,120,0,0,2013,J
196,AAA,1,West Midlands Region,3.0,40-50%,35-55,0,120,0,1,2013,J
197,AAA,0,East Anglian Region,1.0,40-50%,35-55,0,60,1,0,2013,J
198,AAA,1,London Region,2.0,70-80%,35-55,0,60,0,1,2013,J
199,AAA,0,South East Region,1.0,80-90%,35-55,0,60,0,1,2013,J
200,AAA,1,London Region,1.0,90-100%,35-55,0,60,0,1,2013,J
201,AAA,1,South Region,3.0,90-100%,35-55,0,60,0,0,2013,J
202,AAA,1,North Western Region,2.0,60-70%,35-55,0,60,0,1,2013,J
203,AAA,1,West Midlands Region,2.0,30-40%,35-55,0,60,0,1,2013,J
204,AAA,0,Scotland,3.0,40-50%,35-55,0,60,0,1,2013,J
205,AAA,1,East Anglian Region,2.0,60-70%,35-55,0,60,0,1,2013,J
206,AAA,1,South East Region,3.0,70-80%,55<=,0,60,0,1,2013,J
207,AAA,1,Scotland,2.0,30-40%,35-55,0,60,0,1,2013,J
208,AAA,1,South West Region,1.0,40-50%,35-55,0,60,0,1,2013,J
209,AAA,1,South West Region,1.0,40-50%,35-55,0,300,1,1,2013,J
210,AAA,1,Yorkshire Region,2.0,50-60%,35-55,0,60,0,1,2013,J
211,AAA,0,South Region,2.0,70-80%,35-55,0,60,1,1,2013,J
212,AAA,0,East Midlands Region,2.0,80-90%,0-35,0,60,0,1,2013,J
213,AAA,1,South Region,2.0,90-100%,35-55,0,60,0,1,2013,J
214,AAA,0,East Anglian Region,1.0,40-50%,35-55,0,120,1,1,2013,J
215,AAA,1,Ireland,1.0,50-60%,35-55,0,120,0,1,2013,J
216,AAA,0,East Anglian Region,2.0,90-100%,0-35,0,60,1,1,2013,J
217,AAA,1,North Western Region,1.0,30-40%,35-55,0,60,0,1,2013,J
218,AAA,0,South West Region,1.0,70-80%,35-55,0,60,0,1,2013,J
219,AAA,0,East Anglian Region,2.0,60-70%,0-35,0,60,0,0,2013,J
220,AAA,0,South Region,2.0,90-100%,35-55,0,60,0,1,2013,J
221,AAA,0,West Midlands Region,2.0,0-10%,0-35,0,120,0,1,2013,J
222,AAA,0,South West Region,1.0,50-60%,35-55,0,60,0,0,2013,J
223,AAA,1,West Midlands Region,1.0,0-10%,35-55,0,60,0,1,2013,J
224,AAA,0,North Western Region,1.0,80-90%,35-55,0,60,0,1,2013,J
225,AAA,0,South Region,1.0,70-80%,35-55,0,60,0,1,2013,J
226,AAA,1,North Western Region,3.0,20-30%,55<=,0,60,0,1,2013,J
227,AAA,0,Yorkshire Region,2.0,40-50%,0-35,0,60,0,1,2013,J
228,AAA,0,West Midlands Region,1.0,80-90%,0-35,0,60,1,1,2013,J
229,AAA,0,North Western Region,2.0,40-50%,0-35,0,120,0,0,2013,J
230,AAA,0,Yorkshire Region,2.0,30-40%,35-55,0,60,0,1,2013,J
231,AAA,0,London Region,2.0,70-80%,35-55,0,60,0,1,2013,J
232,AAA,0,East Anglian Region,2.0,50-60%,35-55,0,60,0,1,2013,J
233,AAA,0,North Western Region,3.0,30-40%,35-55,0,60,0,1,2013,J
234,AAA,1,Scotland,2.0,20-30%,0-35,0,60,0,1,2013,J
235,AAA,0,West Midlands Region,2.0,10-20%,35-55,0,60,0,1,2013,J
236,AAA,0,East Midlands Region,2.0,20-30%,0-35,0,60,0,1,2013,J
237,AAA,1,South Region,1.0,30-40%,35-55,0,60,0,1,2013,J
238,AAA,1,South Region,2.0,90-100%,0-35,0,150,0,1,2013,J
239,AAA,0,East Anglian Region,1.0,40-50%,35-55,0,120,0,1,2013,J
240,AAA,0,London Region,1.0,40-50%,0-35,0,60,0,1,2013,J
241,AAA,1,Yorkshire Region,1.0,20-30%,35-55,0,60,0,0,2013,J
242,AAA,0,Yorkshire Region,2.0,60-70%,0-35,0,60,0,0,2013,J
243,AAA,0,Scotland,3.0,90-100%,0-35,0,60,1,1,2013,J
244,AAA,0,East Anglian Region,2.0,80-90%,0-35,0,120,0,1,2013,J
245,AAA,0,London Region,1.0,70-80%,35-55,0,60,0,1,2013,J
246,AAA,0,East Midlands Region,2.0,20-30%,0-35,0,120,0,1,2013,J
247,AAA,0,South Region,2.0,80-90%,0-35,0,120,0,0,2013,J
248,AAA,1,South West Region,1.0,50-60%,35-55,0,90,0,1,2013,J
249,AAA,0,South Region,2.0,80-90%,35-55,0,60,0,1,2013,J
250,AAA,0,North Region,2.0,30-40%,0-35,0,60,0,1,2013,J
251,AAA,0,East Midlands Region,2.0,30-40%,0-35,0,60,0,1,2013,J
252,AAA,1,Scotland,1.0,80-90%,35-55,0,120,0,0,2013,J
253,AAA,1,South Region,1.0,80-90%,35-55,0,180,0,1,2013,J
254,AAA,1,London Region,1.0,80-90%,35-55,0,60,0,1,2013,J
255,AAA,1,Scotland,3.0,90-100%,55<=,0,60,0,1,2013,J
256,AAA,1,South Region,3.0,70-80%,55<=,0,60,0,0,2013,J
257,AAA,0,Yorkshire Region,1.0,20-30%,35-55,0,60,0,0,2013,J
258,AAA,1,North Western Region,2.0,40-50%,0-35,0,60,0,1,2013,J
259,AAA,1,Wales,1.0,80-90%,35-55,0,60,0,1,2013,J
260,AAA,1,South Region,1.0,90-100%,0-35,0,120,0,1,2013,J
261,AAA,0,East Anglian Region,3.0,90-100%,0-35,0,120,0,1,2013,J
262,AAA,0,North Western Region,1.0,40-50%,0-35,0,240,0,1,2013,J
263,AAA,1,South East Region,3.0,40-50%,35-55,0,60,0,1,2013,J
264,AAA,1,East Midlands Region,2.0,90-100%,0-35,0,60,0,1,2013,J
265,AAA,0,London Region,1.0,10-20%,0-35,0,60,0,1,2013,J
266,AAA,1,North Western Region,2.0,20-30%,55<=,0,120,0,1,2013,J
267,AAA,0,North Western Region,3.0,60-70%,35-55,0,60,0,1,2013,J
268,AAA,0,East Anglian Region,2.0,80-90%,0-35,0,60,0,1,2013,J
269,AAA,1,South Region,3.0,90-100%,55<=,0,60,0,1,2013,J
270,AAA,0,South Region,1.0,90-100%,0-35,0,60,0,1,2013,J
271,AAA,0,South Region,3.0,90-100%,35-55,0,60,0,1,2013,J
272,AAA,1,Yorkshire Region,3.0,80-90%,55<=,0,60,0,1,2013,J
273,AAA,1,South West Region,1.0,30-40%,0-35,0,60,0,1,2013,J
274,AAA,1,East Anglian Region,2.0,70-80%,0-35,0,60,0,1,2013,J
275,AAA,0,South Region,2.0,80-90%,0-35,0,60,0,1,2013,J
276,AAA,0,South Region,2.0,90-100%,35-55,0,60,0,1,2013,J
277,AAA,1,Yorkshire Region,1.0,70-80%,35-55,0,60,0,1,2013,J
278,AAA,0,West Midlands Region,2.0,10-20%,0-35,0,60,1,1,2013,J
279,AAA,0,East Anglian Region,1.0,80-90%,35-55,0,60,0,1,2013,J
280,AAA,0,South West Region,2.0,50-60%,0-35,0,60,0,1,2013,J
281,AAA,0,East Anglian Region,2.0,80-90%,35-55,0,60,0,1,2013,J
282,AAA,0,Scotland,2.0,30-40%,0-35,0,120,0,1,2013,J
283,AAA,1,West Midlands Region,2.0,20-30%,0-35,0,60,0,1,2013,J
284,AAA,0,East Midlands Region,2.0,90-100%,0-35,0,60,0,1,2013,J
285,AAA,0,London Region,1.0,10-20%,35-55,0,60,0,1,2013,J
286,AAA,0,Yorkshire Region,2.0,80-90%,0-35,0,60,0,1,2013,J
287,AAA,1,West Midlands Region,2.0,40-50%,0-35,0,60,1,0,2013,J
288,AAA,1,East Midlands Region,2.0,10-20%,0-35,0,120,0,1,2013,J
289,AAA,0,North Western Region,2.0,90-100%,35-55,0,60,0,1,2013,J
290,AAA,1,South East Region,1.0,30-40%,35-55,0,120,0,1,2013,J
291,AAA,1,East Midlands Region,1.0,50-60%,35-55,0,60,0,1,2013,J
292,AAA,0,South West Region,2.0,80-90%,35-55,0,60,0,1,2013,J
293,AAA,0,South West Region,2.0,40-50%,0-35,0,180,0,1,2013,J
294,AAA,1,East Anglian Region,1.0,60-70%,35-55,0,60,0,1,2013,J
295,AAA,1,London Region,2.0,0-10%,35-55,0,60,0,1,2013,J
296,AAA,1,South East Region,3.0,90-100%,35-55,0,60,0,1,2013,J
297,AAA,1,North Western Region,2.0,90-100%,0-35,0,60,0,1,2013,J
298,AAA,1,Yorkshire Region,2.0,90-100%,0-35,0,60,0,0,2013,J
299,AAA,1,London Region,3.0,20-30%,55<=,0,60,0,1,2013,J
300,AAA,0,North Region,3.0,10-20%,0-35,0,150,0,0,2013,J
301,AAA,0,South Region,2.0,80-90%,0-35,0,60,0,1,2013,J
302,AAA,0,East Midlands Region,1.0,30-40%,0-35,0,60,0,1,2013,J
303,AAA,1,East Anglian Region,2.0,10-20%,0-35,0,60,0,1,2013,J
304,AAA,1,East Anglian Region,2.0,40-50%,35-55,0,60,0,1,2013,J
305,AAA,0,West Midlands Region,2.0,50-60%,0-35,0,60,0,1,2013,J
306,AAA,1,South Region,2.0,40-50%,35-55,0,180,0,1,2013,J
307,AAA,1,East Anglian Region,2.0,70-80%,35-55,0,120,0,1,2013,J
308,AAA,1,East Midlands Region,1.0,60-70%,0-35,0,120,0,1,2013,J
309,AAA,1,Scotland,3.0,80-90%,55<=,0,60,0,1,2014,J
310,AAA,0,South Region,1.0,60-70%,0-35,0,60,0,1,2014,J
311,AAA,0,East Anglian Region,2.0,60-70%,35-55,0,60,0,1,2014,J
312,AAA,1,Yorkshire Region,1.0,40-50%,35-55,0,60,0,1,2014,J
313,AAA,0,South West Region,2.0,40-50%,0-35,0,60,0,1,2014,J
314,AAA,1,North Region,3.0,30-40%,35-55,0,60,0,1,2014,J
315,AAA,0,Yorkshire Region,1.0,0-10%,35-55,0,120,0,1,2014,J
316,AAA,0,West Midlands Region,2.0,60-70%,0-35,0,60,0,1,2014,J
317,AAA,1,East Anglian Region,3.0,90-100%,55<=,0,60,0,1,2014,J
318,AAA,0,Wales,2.0,70-80%,0-35,0,120,0,1,2014,J
319,AAA,0,East Midlands Region,2.0,10-20%,0-35,0,60,0,1,2014,J
320,AAA,1,South East Region,2.0,80-90%,35-55,0,60,0,1,2014,J
321,AAA,0,East Anglian Region,2.0,70-80%,0-35,1,60,0,0,2014,J
322,AAA,0,Scotland,3.0,40-50%,0-35,0,60,0,1,2014,J
323,AAA,1,North Western Region,2.0,40-50%,0-35,0,120,0,1,2014,J
324,AAA,0,South West Region,1.0,30-40%,0-35,0,60,0,1,2014,J
325,AAA,1,Scotland,2.0,50-60%,35-55,0,60,0,1,2014,J
326,AAA,1,London Region,1.0,80-90%,35-55,0,60,0,1,2014,J
327,AAA,1,South Region,1.0,70-80%,35-55,1,60,0,1,2014,J
328,AAA,0,East Anglian Region,1.0,60-70%,35-55,0,60,0,1,2014,J
329,AAA,0,London Region,3.0,20-30%,0-35,0,60,0,1,2014,J
330,AAA,1,London Region,3.0,80-90%,55<=,0,60,0,1,2014,J
331,AAA,0,South Region,3.0,90-100%,0-35,0,60,0,1,2014,J
332,AAA,1,Wales,2.0,40-50%,0-35,0,60,0,0,2014,J
333,AAA,0,London Region,2.0,40-50%,35-55,0,60,0,1,2014,J
334,AAA,0,South West Region,2.0,40-50%,35-55,1,60,0,1,2014,J
335,AAA,0,South East Region,2.0,60-70%,0-35,0,120,0,1,2014,J
336,AAA,1,South Region,3.0,70-80%,35-55,0,60,0,1,2014,J
337,AAA,0,East Anglian Region,2.0,60-70%,35-55,0,60,0,1,2014,J
338,AAA,0,South Region,2.0,70-80%,35-55,0,60,0,1,2014,J
339,AAA,1,South East Region,2.0,10-20%,0-35,0,60,0,1,2014,J
340,AAA,1,East Anglian Region,2.0,90-100%,35-55,0,60,0,1,2014,J
341,AAA,0,South Region,2.0,70-80%,35-55,0,60,0,1,2014,J
342,AAA,1,North Region,1.0,0-10%,0-35,0,60,0,1,2014,J
343,AAA,0,South East Region,1.0,90-100%,35-55,1,60,1,1,2014,J
344,AAA,1,East Anglian Region,1.0,90-100%,35-55,0,60,0,1,2014,J
345,AAA,1,South East Region,2.0,90-100%,35-55,0,60,0,0,2014,J
