inputId,age,age_cat,c_charge_degree,c_charge_desc,juv_fel_count,juv_misd_count,juv_other_count,priors_count,race,sex,race-name,two_year_recid
140,33,Greater than 45,1,DWLS Susp/Cancel Revoked,1,2,0,2,0,1,Asian,1
141,32,Greater than 45,1,DWLS Susp/Cancel Revoked,1,2,0,3,1,1,African-American,1
142,35,Greater than 45,1,Conspiracy Dealing Stolen Prop,1,2,0,3,0,1,African-American,1
143,35,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,2,1,0,African-American,1
144,36,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,2,0,0,African-American,1
145,36,Greater than 45,1,DWLS Susp/Cancel Revoked,0,2,0,2,0,1,Asian,1
146,37,Greater than 45,1,DWLS Susp/Cancel Revoked,1,2,0,1,1,1,Native American,1
147,34,Greater than 45,0,Conspiracy Dealing Stolen Prop,1,2,0,2,0,1,African-American,1
148,39,Greater than 45,1,DWLS Susp/Cancel Revoked,1,2,0,2,0,0,African-American,1
149,38,Greater than 45,1,Conspiracy Dealing Stolen Prop,1,2,0,3,0,1,African-American,1
150,35,Greater than 45,1,DWLS Susp/Cancel Revoked,1,2,0,2,0,0,African-American,1
151,35,Greater than 45,1,Conspiracy Dealing Stolen Prop,1,2,0,3,0,1,African-American,1
152,36,Greater than 45,1,DWLS Susp/Cancel Revoked,1,2,0,2,0,1,African-American,1
153,37,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,2,1,0,African-American,1
154,38,Greater than 45,1,DWLS Susp/Cancel Revoked,1,2,0,2,0,1,Asian,1
155,35,Greater than 45,1,Delivery Of Drug Paraphernalia,1,2,0,2,0,1,African-American,1
156,30,Greater than 45,1,DWLS Susp/Cancel Revoked,1,1,0,3,1,1,African-American,1
157,34,Greater than 45,1,DWLS Susp/Cancel Revoked,1,2,0,2,0,1,Asian,1
158,40,Greater than 45,0,Conspiracy Dealing Stolen Prop,1,3,0,2,0,1,Asian,1
159,31,Greater than 45,0,Conspiracy Dealing Stolen Prop,1,1,0,3,1,1,African-American,1
160,32,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,2,0,1,African-American,1
161,34,Greater than 45,0,Conspiracy Dealing Stolen Prop,1,2,0,2,0,1,African-American,1
162,37,Greater than 45,1,Conspiracy Dealing Stolen Prop,1,2,0,2,0,0,African-American,1
163,31,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,2,0,1,Asian,1
164,34,Greater than 45,0,Possession Of Amphetamine,1,2,0,2,1,1,African-American,1
165,39,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,1,0,1,Asian,1
166,35,Greater than 45,1,DWLS Susp/Cancel Revoked,1,2,0,2,1,1,Asian,1
167,34,Greater than 45,0,Possession Of Amphetamine,1,2,0,2,1,1,African-American,1
168,31,Greater than 45,1,DWLS Susp/Cancel Revoked,1,2,0,2,0,1,Asian,1
169,31,Greater than 45,1,Conspiracy Dealing Stolen Prop,1,2,0,3,0,1,African-American,1
170,34,Greater than 45,0,Conspiracy Dealing Stolen Prop,1,2,0,2,0,1,African-American,1
171,33,Greater than 45,1,DWLS Susp/Cancel Revoked,1,2,0,2,1,1,African-American,1
172,35,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,2,1,1,Asian,1
173,31,Greater than 45,1,DWLS Susp/Cancel Revoked,1,1,0,2,0,1,African-American,1
174,37,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,1,1,1,African-American,1
175,33,Greater than 45,1,DWLS Susp/Cancel Revoked,1,2,0,3,1,1,African-American,1
176,33,Greater than 45,0,Possession Of Amphetamine,1,2,0,3,1,0,African-American,1
177,37,Greater than 45,1,Possession Of Amphetamine,1,2,0,2,0,1,African-American,1
178,36,Greater than 45,1,DWLS Susp/Cancel Revoked,1,2,0,1,0,1,African-American,1
179,34,Greater than 45,1,DWLS Susp/Cancel Revoked,1,2,0,2,0,1,Asian,1
180,33,Greater than 45,1,DWLS Susp/Cancel Revoked,1,2,0,2,0,1,African-American,1
181,35,Greater than 45,0,Conspiracy Dealing Stolen Prop,1,2,0,3,1,0,African-American,1
182,35,Greater than 45,1,Possession Of Amphetamine,1,2,0,1,1,1,African-American,1
183,39,Greater than 45,1,DWLS Susp/Cancel Revoked,1,3,0,2,0,1,African-American,1
184,38,Greater than 45,1,DWLS Susp/Cancel Revoked,1,3,0,2,0,0,Asian,1
185,35,Greater than 45,1,Conspiracy Dealing Stolen Prop,1,2,0,3,0,1,African-American,1
186,32,Greater than 45,1,DWLS Susp/Cancel Revoked,1,1,0,3,1,1,African-American,1
187,32,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,2,0,1,African-American,1
188,33,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,2,0,1,African-American,1
189,32,Greater than 45,1,Conspiracy Dealing Stolen Prop,1,2,0,3,0,0,African-American,1
190,32,Greater than 45,1,DWLS Susp/Cancel Revoked,1,2,0,2,0,1,Asian,1
191,32,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,2,0,1,African-American,1
192,32,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,3,0,1,African-American,1
193,35,Greater than 45,1,DWLS Susp/Cancel Revoked,1,2,0,2,1,1,Asian,1
194,34,Greater than 45,1,DWLS Susp/Cancel Revoked,1,2,0,2,1,1,Asian,1
195,34,Greater than 45,1,DWLS Susp/Cancel Revoked,1,2,0,2,1,1,Asian,1
196,32,Greater than 45,1,DWLS Susp/Cancel Revoked,1,2,0,2,0,1,African-American,1
197,35,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,2,0,0,African-American,1
198,37,Greater than 45,0,Conspiracy Dealing Stolen Prop,1,2,0,2,0,1,African-American,1
199,37,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,2,0,1,African-American,1
200,35,Greater than 45,1,DWLS Susp/Cancel Revoked,1,2,0,2,0,1,African-American,1
201,35,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,3,0,1,African-American,1
202,32,Greater than 45,1,Possession Of Amphetamine,1,1,0,2,1,1,African-American,1
203,36,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,2,0,1,African-American,1
204,36,Greater than 45,1,DWLS Susp/Cancel Revoked,1,2,0,2,0,1,Asian,1
205,34,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,3,0,1,African-American,1
206,39,Greater than 45,1,Possession Of Amphetamine,1,2,0,2,0,1,Asian,1
207,35,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,1,0,1,African-American,1
208,37,Greater than 45,1,DWLS Susp/Cancel Revoked,1,2,0,2,0,1,Asian,1
209,36,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,3,0,1,African-American,1
210,31,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,2,0,0,African-American,1
211,38,Greater than 45,1,DWLS Susp/Cancel Revoked,1,2,0,2,0,1,Asian,1
212,32,Greater than 45,1,DWLS Susp/Cancel Revoked,1,2,0,2,0,1,African-American,1
213,29,Greater than 45,1,Possession Of Amphetamine,1,1,0,2,0,1,African-American,1
214,35,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,3,1,0,African-American,1
215,36,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,2,1,1,Asian,1
216,35,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,2,1,1,Asian,1
217,35,Greater than 45,1,DWLS Susp/Cancel Revoked,1,2,0,2,0,1,Asian,1
218,35,Greater than 45,1,DWLS Susp/Cancel Revoked,1,2,0,2,0,1,African-American,1
219,33,Greater than 45,1,Possession Of Amphetamine,1,1,0,2,0,1,African-American,1
220,36,Greater than 45,1,Possession Of Amphetamine,1,2,0,2,0,1,African-American,1
221,37,Greater than 45,1,Conspiracy Dealing Stolen Prop,1,3,0,2,0,0,African-American,1
222,39,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,1,0,1,Asian,1
223,33,Greater than 45,1,DWLS Susp/Cancel Revoked,1,2,0,2,0,0,African-American,1
224,39,Greater than 45,1,Conspiracy Dealing Stolen Prop,1,3,0,3,0,1,African-American,1
225,31,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,2,0,1,African-American,1
226,33,Greater than 45,1,DWLS Susp/Cancel Revoked,1,2,0,2,1,1,Asian,1
227,34,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,2,1,0,African-American,1
228,32,Greater than 45,0,Possession Of Amphetamine,1,2,0,2,0,0,African-American,1
229,34,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,2,0,0,African-American,1
230,35,Greater than 45,1,DWLS Susp/Cancel Revoked,1,2,0,2,1,0,African-American,1
231,40,Greater than 45,1,DWLS Susp/Cancel Revoked,1,3,0,1,0,0,Asian,1
232,39,Greater than 45,1,DWLS Susp/Cancel Revoked,1,3,0,2,0,0,African-American,1
233,32,Greater than 45,0,DWLS Susp/Cancel Revoked,0,2,0,1,0,1,African-American,1
234,31,Greater than 45,0,Conspiracy Dealing Stolen Prop,1,2,0,3,0,1,African-American,1
235,35,Greater than 45,1,Possession Of Amphetamine,0,2,0,1,0,1,Asian,1
236,33,Greater than 45,0,Possession Of Amphetamine,1,2,0,3,1,0,African-American,1
237,34,Greater than 45,1,Possession Of Amphetamine,0,2,0,1,0,1,Asian,1
238,36,Greater than 45,0,Possession Of Amphetamine,1,2,0,2,0,1,African-American,1
239,35,Greater than 45,1,Delivery Of Drug Paraphernalia,1,2,0,2,0,1,Asian,1
240,33,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,2,0,0,African-American,1
241,34,Greater than 45,1,Possession Of Amphetamine,1,2,0,2,0,1,African-American,1
242,31,Greater than 45,1,DWLS Susp/Cancel Revoked,1,1,0,3,1,1,African-American,1
243,37,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,2,1,1,Asian,1
244,39,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,1,0,1,Asian,1
245,29,Greater than 45,1,Possession Of Amphetamine,1,1,0,3,1,1,African-American,1
246,35,Greater than 45,1,DWLS Susp/Cancel Revoked,1,2,0,1,0,1,African-American,1
247,32,Greater than 45,0,DWLS Susp/Cancel Revoked,0,2,0,2,0,1,African-American,1
248,31,Greater than 45,0,Possession Of Amphetamine,1,1,0,3,1,1,African-American,1
249,32,Greater than 45,0,Conspiracy Dealing Stolen Prop,1,2,0,2,0,1,African-American,1
250,38,Greater than 45,1,Conspiracy Dealing Stolen Prop,1,2,0,3,0,1,African-American,1
251,33,Greater than 45,0,Possession Of Amphetamine,1,2,0,2,1,1,African-American,1
252,36,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,2,1,1,Asian,1
253,38,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,2,1,1,Asian,1
254,38,Greater than 45,1,Conspiracy Dealing Stolen Prop,1,2,0,3,0,0,African-American,1
255,34,Greater than 45,1,DWLS Susp/Cancel Revoked,1,2,0,2,1,1,African-American,1
256,40,Greater than 45,1,DWLS Susp/Cancel Revoked,0,3,0,1,0,1,Asian,1
257,34,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,2,0,1,African-American,1
258,32,Greater than 45,0,Conspiracy Dealing Stolen Prop,1,2,0,2,0,1,African-American,1
259,36,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,2,0,1,African-American,1
260,36,Greater than 45,0,Possession Of Amphetamine,1,2,0,2,1,1,Asian,1
261,39,Greater than 45,1,DWLS Susp/Cancel Revoked,1,2,0,1,0,1,Asian,1
262,33,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,2,0,1,African-American,1
263,34,Greater than 45,1,DWLS Susp/Cancel Revoked,1,2,0,2,0,1,African-American,1
264,32,Greater than 45,1,DWLS Susp/Cancel Revoked,0,2,0,2,0,1,Asian,1
265,37,Greater than 45,0,DWLS Susp/Cancel Revoked,0,2,0,1,0,1,Asian,1
266,39,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,1,0,1,Asian,1
267,32,Greater than 45,0,Conspiracy Dealing Stolen Prop,1,2,0,2,0,1,African-American,1
268,33,Greater than 45,0,Delivery Of Drug Paraphernalia,1,2,0,2,0,1,African-American,1
269,33,Greater than 45,0,Possession Of Amphetamine,1,1,0,2,0,1,African-American,1
270,37,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,2,1,0,African-American,1
271,36,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,2,1,1,Asian,1
272,37,Greater than 45,1,Possession Of Amphetamine,1,2,0,2,0,1,African-American,1
273,33,Greater than 45,1,DWLS Susp/Cancel Revoked,1,2,0,3,0,1,African-American,1
274,35,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,2,0,1,Asian,1
275,32,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,2,0,1,African-American,1
276,39,Greater than 45,1,DWLS Susp/Cancel Revoked,0,2,0,1,0,1,Asian,1
277,33,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,2,0,1,African-American,1
278,39,Greater than 45,1,DWLS Susp/Cancel Revoked,1,3,0,3,0,1,Asian,1
279,38,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,2,0,1,African-American,1
280,38,Greater than 45,1,DWLS Susp/Cancel Revoked,1,2,0,2,0,0,African-American,1
281,38,Greater than 45,1,DWLS Susp/Cancel Revoked,1,3,0,3,0,0,African-American,1
282,33,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,2,0,1,African-American,1
283,38,Greater than 45,1,Delivery Of Drug Paraphernalia,0,2,0,1,0,1,Asian,1
284,38,Greater than 45,1,DWLS Susp/Cancel Revoked,0,2,0,1,0,1,Asian,1
285,36,Greater than 45,1,Delivery Of Drug Paraphernalia,1,2,0,2,0,1,Asian,1
286,33,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,2,0,1,Asian,1
287,31,Greater than 45,1,DWLS Susp/Cancel Revoked,1,1,0,2,0,1,African-American,1
288,33,Greater than 45,1,Delivery Of Drug Paraphernalia,1,2,0,2,0,1,Asian,1
289,40,Greater than 45,0,DWLS Susp/Cancel Revoked,0,3,0,1,0,1,Asian,1
290,36,Greater than 45,0,DWLS Susp/Cancel Revoked,1,2,0,2,0,1,Asian,1
