inputId,age,age_cat,c_charge_degree,c_charge_desc,juv_fel_count,juv_misd_count,juv_other_count,priors_count,race,sex,race-name,two_year_recid
48,36,25 - 45,0,Battery,0,0,0,0,1,0,Caucasian,0
49,22,Less than 25,1,Possession Of Alprazolam,1,1,0,0,0,0,Other,1
50,33,25 - 45,1,Burglary Assault/Battery Armed,0,0,0,1,1,1,Caucasian,0
51,27,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,8,0,1,African-American,1
52,30,25 - 45,1,Video Voyeur-<24Y on Child >16,0,0,0,11,0,1,Caucasian,1
53,21,Less than 25,1,Possession Of Alprazolam,0,0,0,1,0,1,African-American,1
54,32,25 - 45,0,Video Voyeur-<24Y on Child >16,0,0,0,6,0,1,African-American,1
55,34,25 - 45,0,Video Voyeur-<24Y on Child >16,0,0,0,2,0,1,African-American,1
56,37,25 - 45,0,Video Voyeur-<24Y on Child >16,0,0,0,3,0,0,Caucasian,1
57,30,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,0,0,1,African-American,0
58,21,Less than 25,1,Battery On A Person Over 65,0,0,0,0,0,1,African-American,1
59,50,Greater than 45,1,Possession of Cocaine,0,0,0,7,0,1,African-American,1
60,33,25 - 45,0,Burglary Assault/Battery Armed,0,0,0,3,0,1,African-American,0
61,33,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,6,1,1,Caucasian,1
62,29,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,1,0,1,African-American,0
63,31,25 - 45,0,Video Voyeur-<24Y on Child >16,0,0,0,7,0,1,African-American,1
64,29,25 - 45,0,Battery,0,0,0,2,0,1,African-American,0
65,53,Greater than 45,1,Possession of Cocaine,0,0,0,6,0,1,African-American,0
66,20,Less than 25,0,Video Voyeur-<24Y on Child >16,0,0,0,0,0,1,African-American,1
67,29,25 - 45,1,Possession of Cocaine,0,0,0,7,0,1,African-American,1
68,51,Greater than 45,1,Poss Unlaw Issue Id,0,0,0,5,1,1,Caucasian,1
69,20,Less than 25,1,Burglary With Assault/battery,0,0,0,4,1,0,Caucasian,1
70,31,25 - 45,1,Possession of Cocaine,0,0,0,5,1,1,Caucasian,1
71,34,25 - 45,0,Battery,0,0,0,0,1,1,Caucasian,0
72,28,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,5,0,1,African-American,1
73,32,25 - 45,1,Video Voyeur-<24Y on Child >16,0,0,0,6,0,0,African-American,1
74,20,Less than 25,1,Viol Prot Injunc Repeat Viol,0,0,0,2,0,1,African-American,1
75,33,25 - 45,1,Traffick Amphetamine 28g><200g,0,0,0,13,0,1,African-American,1
76,21,Less than 25,1,Possession Of Alprazolam,0,0,0,1,0,1,African-American,1
77,32,25 - 45,0,Battery,0,0,0,0,0,1,African-American,0
78,33,25 - 45,0,Burglary Assault/Battery Armed,0,0,0,2,0,1,African-American,0
79,21,Less than 25,1,Solicit Purchase Cocaine,0,0,0,0,0,1,African-American,0
80,30,25 - 45,0,Battery,0,0,0,3,1,1,Caucasian,1
81,59,Greater than 45,0,Viol Injunction Protect Dom Vi,0,0,0,0,1,1,Caucasian,0
82,32,25 - 45,0,Burglary Assault/Battery Armed,0,0,0,3,0,1,African-American,0
83,29,25 - 45,0,Burglary Assault/Battery Armed,0,0,0,2,0,1,African-American,0
84,30,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,6,0,1,African-American,1
85,28,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,4,0,1,African-American,1
86,54,Greater than 45,0,Battery On A Person Over 65,0,0,0,0,1,1,Caucasian,0
87,33,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,0,0,1,African-American,0
88,54,Greater than 45,0,Battery,0,0,0,0,1,0,Caucasian,0
89,34,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,4,1,1,Caucasian,1
90,54,Greater than 45,0,Battery,0,0,0,0,0,1,Caucasian,0
91,21,Less than 25,1,Harass Witness/Victm/Informnt,1,0,0,1,0,1,African-American,0
92,35,25 - 45,0,Burglary Assault/Battery Armed,0,0,0,0,0,1,Caucasian,0
93,32,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,6,0,1,African-American,0
94,34,25 - 45,0,Prowling/Loitering,0,0,0,0,1,1,Caucasian,0
95,30,25 - 45,0,Viol Prot Injunc Repeat Viol,0,0,0,2,1,1,Caucasian,1
96,30,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,3,1,1,Caucasian,1
97,29,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,6,0,1,African-American,1
98,22,Less than 25,1,Viol Prot Injunc Repeat Viol,0,0,0,1,0,1,African-American,1
99,31,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,5,0,1,African-American,0
100,34,25 - 45,0,Video Voyeur-<24Y on Child >16,0,0,0,3,0,1,African-American,1
101,30,25 - 45,0,Burglary Assault/Battery Armed,0,0,0,3,0,1,African-American,0
102,49,Greater than 45,1,Possession of Cocaine,0,0,0,6,0,1,African-American,1
103,34,25 - 45,0,Burglary Assault/Battery Armed,0,0,0,0,1,1,Caucasian,0
104,30,25 - 45,0,Burglary Assault/Battery Armed,0,0,0,1,0,1,African-American,0
105,30,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,2,0,1,African-American,0
106,31,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,2,0,1,Caucasian,1
107,33,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,2,0,1,African-American,0
108,29,25 - 45,1,Battery on Law Enforc Officer,0,0,0,4,0,1,African-American,1
109,29,25 - 45,1,Petit Theft,0,0,0,5,0,1,African-American,1
110,20,Less than 25,0,Battery,0,0,0,0,0,1,Hispanic,0
111,32,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,2,0,1,African-American,0
112,31,25 - 45,1,Burglary Assault/Battery Armed,0,0,0,2,1,1,Caucasian,0
113,22,Less than 25,1,Possession Of Alprazolam,0,0,0,5,0,1,African-American,1
114,30,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,9,0,1,African-American,1
115,33,25 - 45,0,Viol Prot Injunc Repeat Viol,0,0,0,2,1,1,Caucasian,1
116,34,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,3,1,1,Caucasian,1
117,21,Less than 25,0,Viol Prot Injunc Repeat Viol,0,0,0,3,0,1,African-American,1
118,34,25 - 45,1,Fail Register Vehicle,0,0,0,2,1,0,Caucasian,1
119,34,25 - 45,0,Battery,0,0,0,0,0,0,African-American,0
120,21,Less than 25,1,Harass Witness/Victm/Informnt,1,0,0,0,0,0,Other,0
121,33,25 - 45,1,Burglary Assault/Battery Armed,0,0,0,3,1,1,Caucasian,0
122,31,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,5,1,1,Caucasian,1
123,32,25 - 45,1,Burglary Assault/Battery Armed,0,0,0,2,1,1,Caucasian,0
124,33,25 - 45,1,Burglary Assault/Battery Armed,0,0,0,2,1,1,Caucasian,0
125,31,25 - 45,1,Possession of Cocaine,0,0,0,8,0,1,African-American,1
126,19,Less than 25,1,Possession Of Alprazolam,0,0,0,0,0,1,African-American,1
127,22,Less than 25,1,Harass Witness/Victm/Informnt,1,0,0,0,0,0,Other,0
128,33,25 - 45,0,Prowling/Loitering,0,0,0,1,1,1,Caucasian,0
129,31,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,3,1,1,Caucasian,1
130,32,25 - 45,1,Burglary Assault/Battery Armed,0,0,0,1,1,1,Caucasian,0
131,33,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,1,0,1,African-American,0
132,29,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,6,0,1,African-American,1
133,29,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,3,1,1,Caucasian,1
134,31,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,4,0,1,African-American,0
135,54,Greater than 45,0,Tamper With Witness,0,0,0,1,1,0,Caucasian,0
136,22,Less than 25,1,Solicit Purchase Cocaine,0,0,0,1,0,1,African-American,0
137,30,25 - 45,0,Battery,0,0,0,6,0,1,African-American,1
138,28,25 - 45,1,Video Voyeur-<24Y on Child >16,0,0,0,6,0,1,African-American,1
139,32,25 - 45,1,Burglary Assault/Battery Armed,0,0,0,3,1,1,Caucasian,0
140,50,Greater than 45,1,Viol Injunction Protect Dom Vi,0,0,0,4,0,1,African-American,0
141,56,Greater than 45,1,Viol Injunction Protect Dom Vi,0,0,0,5,0,1,African-American,0
142,22,Less than 25,0,Battery,0,0,0,0,1,1,Caucasian,0
143,31,25 - 45,1,Possession Of Alprazolam,0,0,0,5,0,0,African-American,1
144,33,25 - 45,1,Fail Register Vehicle,0,0,0,5,1,0,Caucasian,1
145,28,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,6,0,1,African-American,1
146,33,25 - 45,0,Burglary Assault/Battery Armed,0,0,0,0,0,1,African-American,0
147,51,Greater than 45,1,Possession of Cocaine,0,0,0,5,1,1,Caucasian,1
148,33,25 - 45,0,Poss Contr Subst W/o Prescript,0,0,0,0,1,0,Caucasian,0
149,34,25 - 45,0,Battery,0,0,0,1,1,1,Caucasian,0
150,36,25 - 45,1,Burglary Assault/Battery Armed,0,0,0,1,0,0,Other,0
151,21,Less than 25,0,Battery,0,0,0,0,0,1,African-American,0
152,32,25 - 45,0,Prowling/Loitering,0,0,0,0,1,1,Caucasian,0
153,32,25 - 45,1,Possession of Cocaine,0,0,0,8,0,0,African-American,1
154,28,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,7,0,1,African-American,1
155,54,Greater than 45,0,Viol Injunction Protect Dom Vi,0,0,0,0,1,1,Caucasian,0
156,21,Less than 25,1,Harass Witness/Victm/Informnt,0,0,0,0,0,1,Other,0
157,52,Greater than 45,1,Possession of Cocaine,0,0,0,6,0,1,African-American,0
158,31,25 - 45,0,Battery,0,0,0,3,1,1,Caucasian,1
159,21,Less than 25,1,Robbery / No Weapon,0,0,0,1,1,1,Caucasian,0
160,52,Greater than 45,1,Viol Injunction Protect Dom Vi,0,0,0,4,0,1,African-American,0
161,55,Greater than 45,1,Viol Injunction Protect Dom Vi,0,0,0,1,1,1,Caucasian,0
162,53,Greater than 45,0,Battery,0,0,0,0,1,0,Caucasian,0
163,51,Greater than 45,1,Viol Injunction Protect Dom Vi,0,0,0,4,0,1,African-American,0
164,21,Less than 25,1,Possession Of Alprazolam,0,0,0,1,0,1,African-American,1
165,30,25 - 45,0,Viol Prot Injunc Repeat Viol,0,0,0,3,1,1,Caucasian,1
166,32,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,4,0,1,African-American,0
167,22,Less than 25,1,Viol Prot Injunc Repeat Viol,0,0,0,4,0,1,African-American,1
168,50,Greater than 45,1,Viol Injunction Protect Dom Vi,0,0,0,3,0,1,African-American,0
169,22,Less than 25,1,Robbery / No Weapon,0,0,0,2,1,1,Caucasian,0
170,51,Greater than 45,1,Viol Injunction Protect Dom Vi,0,0,0,1,1,1,Caucasian,0
171,29,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,2,0,1,African-American,0
172,31,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,3,0,1,African-American,1
173,21,Less than 25,1,Viol Prot Injunc Repeat Viol,0,0,0,1,0,1,African-American,1
174,27,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,6,0,1,African-American,1
175,22,Less than 25,1,Solicit Purchase Cocaine,0,0,0,0,0,1,African-American,0
176,24,Less than 25,1,Harass Witness/Victm/Informnt,2,0,0,0,0,0,Caucasian,0
177,22,Less than 25,0,Battery,0,0,0,2,0,1,African-American,1
178,50,Greater than 45,0,Viol Injunction Protect Dom Vi,0,0,0,0,0,1,Caucasian,0
179,30,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,2,0,1,African-American,0
180,23,Less than 25,0,Viol Prot Injunc Repeat Viol,0,0,0,1,1,1,Caucasian,1
181,36,25 - 45,1,Fail Register Vehicle,0,0,0,1,1,0,Caucasian,0
182,22,Less than 25,0,Viol Prot Injunc Repeat Viol,0,0,0,3,0,1,African-American,1
183,34,25 - 45,0,Battery,0,0,0,0,0,1,African-American,0
184,34,25 - 45,0,Burglary Assault/Battery Armed,0,0,0,1,0,0,African-American,0
185,23,Less than 25,0,Battery,0,0,0,1,1,1,Caucasian,1
186,22,Less than 25,1,Trespassing/Construction Site,0,0,0,2,0,1,African-American,0
187,54,Greater than 45,1,Viol Injunction Protect Dom Vi,0,0,0,4,1,1,Caucasian,0
188,34,25 - 45,1,Burglary Assault/Battery Armed,0,0,0,3,1,1,Caucasian,0
189,21,Less than 25,0,Aggravated Battery (Firearm/Actual Possession),0,0,0,1,1,0,Caucasian,0
190,51,Greater than 45,1,Viol Injunction Protect Dom Vi,0,0,0,6,0,1,African-American,0
191,51,Greater than 45,1,Burglary Assault/Battery Armed,0,0,0,2,1,1,Caucasian,0
192,20,Less than 25,1,Battery On A Person Over 65,0,0,0,2,1,1,Caucasian,1
193,30,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,4,0,1,African-American,0
194,52,Greater than 45,1,Viol Injunction Protect Dom Vi,0,0,0,2,0,1,African-American,0
195,31,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,3,0,1,African-American,0
196,51,Greater than 45,1,Viol Injunction Protect Dom Vi,0,0,0,3,0,1,African-American,0
197,34,25 - 45,1,Burglary Assault/Battery Armed,0,0,0,3,0,0,African-American,0
198,32,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,4,1,1,Caucasian,1
199,32,25 - 45,1,Possession of Cocaine,0,0,0,1,1,1,Caucasian,0
200,55,Greater than 45,0,Battery On A Person Over 65,0,0,0,0,1,1,Caucasian,0
201,30,25 - 45,1,Burglary Assault/Battery Armed,0,0,0,1,1,1,Caucasian,0
202,21,Less than 25,1,Viol Prot Injunc Repeat Viol,0,0,0,1,0,1,African-American,1
203,48,Greater than 45,1,Possession of Cocaine,0,0,0,4,1,1,Caucasian,1
204,30,25 - 45,0,Burglary Assault/Battery Armed,0,0,0,3,0,1,African-American,0
205,30,25 - 45,1,Burglary Assault/Battery Armed,0,0,0,1,1,1,Caucasian,0
206,28,25 - 45,0,Battery,0,0,0,5,0,1,African-American,1
207,31,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,4,1,1,Caucasian,1
208,30,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,7,0,1,African-American,1
209,32,25 - 45,1,Burglary Assault/Battery Armed,0,0,0,2,1,1,Caucasian,0
210,55,Greater than 45,1,Viol Injunction Protect Dom Vi,0,0,0,4,0,0,African-American,0
211,29,25 - 45,0,Burglary Assault/Battery Armed,0,0,0,2,0,1,African-American,0
212,22,Less than 25,1,Viol Prot Injunc Repeat Viol,0,0,0,2,0,1,African-American,1
213,21,Less than 25,1,Possession Of Alprazolam,0,0,0,0,0,1,African-American,1
214,34,25 - 45,1,Burglary Assault/Battery Armed,0,0,0,3,0,0,African-American,0
215,27,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,4,0,1,African-American,1
216,30,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,4,0,1,African-American,0
217,30,25 - 45,1,Possession of Cocaine,0,0,0,8,0,1,African-American,1
218,22,Less than 25,0,Viol Prot Injunc Repeat Viol,0,0,0,1,0,1,African-American,0
219,20,Less than 25,1,Viol Prot Injunc Repeat Viol,0,0,0,1,0,1,African-American,1
220,21,Less than 25,0,Viol Prot Injunc Repeat Viol,0,0,0,2,0,1,African-American,1
221,54,Greater than 45,0,Battery,0,0,0,1,1,0,Caucasian,0
222,30,25 - 45,0,Viol Prot Injunc Repeat Viol,0,0,0,2,1,1,Caucasian,1
223,23,Less than 25,0,Counterfeit Lic Plates/Sticker,0,0,0,0,0,0,African-American,0
224,34,25 - 45,0,Battery,0,0,0,0,1,1,Caucasian,0
225,53,Greater than 45,1,Viol Injunction Protect Dom Vi,0,0,0,3,0,1,African-American,0
226,31,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,3,0,1,African-American,0
227,36,25 - 45,1,Video Voyeur-<24Y on Child >16,0,0,0,1,0,0,African-American,0
228,20,Less than 25,1,Burglary With Assault/battery,0,0,0,1,1,0,Caucasian,1
229,37,25 - 45,1,Fail Register Vehicle,0,0,0,1,1,0,Caucasian,0
230,33,25 - 45,1,Video Voyeur-<24Y on Child >16,0,0,0,1,0,0,African-American,0
231,33,25 - 45,0,Abuse Without Great Harm,0,0,0,4,1,0,Caucasian,1
232,33,25 - 45,0,Battery,0,0,0,2,0,0,Other,1
233,50,Greater than 45,1,Possession of Cocaine,0,0,0,9,0,1,African-American,1
234,21,Less than 25,1,Viol Prot Injunc Repeat Viol,0,0,0,1,1,1,Caucasian,0
235,48,Greater than 45,0,Video Voyeur-<24Y on Child >16,0,0,0,1,0,1,African-American,1
236,21,Less than 25,1,Possession Of Alprazolam,0,0,0,0,0,0,African-American,1
237,49,Greater than 45,0,Video Voyeur-<24Y on Child >16,0,0,0,2,0,1,Caucasian,1
238,29,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,2,1,1,Caucasian,1
239,52,Greater than 45,0,Viol Injunction Protect Dom Vi,0,0,0,0,0,1,African-American,0
240,57,Greater than 45,1,Petit Theft,0,0,0,3,1,0,Caucasian,0
241,22,Less than 25,1,Viol Prot Injunc Repeat Viol,0,0,0,2,0,1,African-American,1
242,21,Less than 25,1,Viol Prot Injunc Repeat Viol,0,0,0,0,0,1,African-American,0
243,29,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,6,0,1,African-American,1
244,32,25 - 45,1,Possession of Cocaine,0,0,0,8,0,1,African-American,1
245,21,Less than 25,1,Harass Witness/Victm/Informnt,0,0,0,1,0,1,African-American,0
246,51,Greater than 45,1,Possession of Cocaine,0,0,0,8,0,1,African-American,1
247,32,25 - 45,1,Video Voyeur-<24Y on Child >16,0,0,0,3,0,1,African-American,1
248,22,Less than 25,1,Poss Alprazolam W/int Sell/Del,0,0,0,0,0,1,African-American,0
249,52,Greater than 45,1,Viol Injunction Protect Dom Vi,0,0,0,4,1,1,Caucasian,0
250,32,25 - 45,0,Battery,0,0,0,0,1,1,Caucasian,0
251,20,Less than 25,1,Possession Of Alprazolam,0,0,0,0,0,1,African-American,1
252,30,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,6,0,1,African-American,1
253,30,25 - 45,1,Possession of Cocaine,0,0,0,6,0,1,African-American,1
254,35,25 - 45,0,Battery,0,0,0,0,1,0,Caucasian,0
255,32,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,4,0,1,African-American,0
256,29,25 - 45,0,Video Voyeur-<24Y on Child >16,0,0,0,6,0,1,African-American,1
257,32,25 - 45,1,Burglary Assault/Battery Armed,0,0,0,1,1,1,Caucasian,0
258,54,Greater than 45,1,Viol Injunction Protect Dom Vi,0,0,0,3,1,1,Caucasian,0
259,31,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,3,1,1,Caucasian,1
260,28,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,9,0,1,African-American,1
261,31,25 - 45,0,Video Voyeur-<24Y on Child >16,0,0,0,5,0,1,African-American,1
262,21,Less than 25,1,Possession Of Alprazolam,0,0,0,2,0,1,African-American,1
263,55,Greater than 45,0,Viol Injunction Protect Dom Vi,0,0,0,0,0,1,Caucasian,0
264,52,Greater than 45,0,Viol Injunction Protect Dom Vi,0,0,0,0,0,1,African-American,0
265,30,25 - 45,0,Video Voyeur-<24Y on Child >16,0,0,0,5,0,1,African-American,1
266,30,25 - 45,1,Possession of Cocaine,0,0,0,9,0,1,African-American,1
267,52,Greater than 45,1,Possession of Cocaine,0,0,0,0,1,1,Caucasian,0
268,50,Greater than 45,1,Unlawful Conveyance of Fuel,0,0,0,6,1,1,Caucasian,1
269,22,Less than 25,1,Battery On A Person Over 65,0,0,0,2,0,1,African-American,1
270,33,25 - 45,1,Possession of Cocaine,0,0,0,8,0,0,Caucasian,1
271,29,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,4,0,1,African-American,1
272,22,Less than 25,0,Battery,0,0,0,1,0,1,African-American,1
273,21,Less than 25,0,Battery,0,0,0,0,0,1,Hispanic,0
274,32,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,3,0,1,African-American,0
275,34,25 - 45,1,Viol Injunction Protect Dom Vi,0,0,0,5,0,1,African-American,0
276,30,25 - 45,0,Video Voyeur-<24Y on Child >16,0,0,0,2,0,1,African-American,1
277,51,Greater than 45,1,Viol Injunction Protect Dom Vi,0,0,0,1,0,1,African-American,0
278,30,25 - 45,0,Battery,0,0,0,3,0,1,African-American,0
279,33,25 - 45,0,Prowling/Loitering,0,0,0,0,1,1,Caucasian,0
280,35,25 - 45,0,Burglary Assault/Battery Armed,0,0,0,3,0,0,African-American,0
281,36,25 - 45,0,Battery,0,0,0,2,0,0,Caucasian,0
282,22,Less than 25,1,Battery On A Person Over 65,0,0,0,5,0,1,African-American,1
283,33,25 - 45,0,Video Voyeur-<24Y on Child >16,0,0,0,7,0,1,African-American,1
284,31,25 - 45,0,Video Voyeur-<24Y on Child >16,0,0,0,8,0,1,African-American,1
285,56,Greater than 45,0,Viol Injunction Protect Dom Vi,0,0,0,1,0,1,African-American,0
286,31,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,6,0,1,African-American,1
287,21,Less than 25,0,Counterfeit Lic Plates/Sticker,0,0,0,0,0,1,African-American,0
288,56,Greater than 45,0,Viol Injunction Protect Dom Vi,0,0,0,0,1,1,Caucasian,0
289,33,25 - 45,0,Video Voyeur-<24Y on Child >16,0,0,0,2,0,1,Caucasian,1
290,30,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,5,0,1,African-American,1
291,33,25 - 45,1,Burglary Assault/Battery Armed,0,0,0,2,0,1,African-American,0
292,52,Greater than 45,1,Viol Injunction Protect Dom Vi,0,0,0,4,0,1,African-American,0
293,22,Less than 25,0,Battery,0,0,0,0,0,0,Other,1
294,57,Greater than 45,0,Tamper With Witness,0,0,0,0,1,0,Caucasian,0
295,51,Greater than 45,1,Viol Injunction Protect Dom Vi,0,0,0,1,1,1,Caucasian,0
296,22,Less than 25,1,Solicit Purchase Cocaine,0,0,0,0,0,1,African-American,0
297,54,Greater than 45,1,Possession Of Fentanyl,0,0,0,5,1,0,Caucasian,1
298,29,25 - 45,0,Battery,0,0,0,2,0,1,African-American,0
299,33,25 - 45,1,Burglary Assault/Battery Armed,0,0,0,2,1,1,Caucasian,0
300,32,25 - 45,0,Burglary Assault/Battery Armed,0,0,0,1,0,1,African-American,0
301,52,Greater than 45,0,Viol Injunction Protect Dom Vi,0,0,0,2,0,1,African-American,0
302,33,25 - 45,0,Battery,0,0,0,0,0,0,Caucasian,0
303,21,Less than 25,1,Possession Of Alprazolam,0,0,0,2,0,1,African-American,1
304,49,Greater than 45,1,Possession of Cocaine,0,0,0,8,0,1,African-American,1
305,33,25 - 45,0,Battery,0,0,0,0,0,1,African-American,0
306,22,Less than 25,1,Viol Prot Injunc Repeat Viol,0,0,0,1,1,1,Caucasian,1
