inputId,age,age_cat,c_charge_degree,c_charge_desc,juv_fel_count,juv_misd_count,juv_other_count,priors_count,race,sex,race-name,two_year_recid
36,27,25 - 45,1,Fabricating Physical Evidence,0,0,0,6,0,1,African-American,1
37,29,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,3,1,1,Caucasian,1
38,29,25 - 45,1,Fleeing Or Attmp Eluding A Leo,0,0,1,16,0,1,African-American,1
39,51,Greater than 45,0,Battery,0,0,0,0,0,0,Hispanic,0
40,24,Less than 25,0,Battery,0,0,0,1,0,1,African-American,0
41,20,Less than 25,1,Uttering a Forged Instrument,0,0,0,0,0,1,Other,1
42,61,Greater than 45,0,Driving Under The Influence,0,0,0,0,1,1,Caucasian,0
43,49,Greater than 45,1,arrest case no charge,0,0,0,2,0,1,Other,0
44,43,25 - 45,0,Battery,0,0,0,0,1,1,Caucasian,0
45,22,Less than 25,1,Pos Cannabis W/Intent Sel/Del,0,0,0,1,1,0,Caucasian,0
46,49,Greater than 45,1,Offer Agree Secure/Lewd Act,0,0,0,0,1,1,Caucasian,0
47,53,Greater than 45,1,Aggravated Assault W/dead Weap,0,0,0,0,1,1,Caucasian,0
48,43,25 - 45,0,Battery,0,0,0,0,1,0,Caucasian,0
49,22,Less than 25,1,Aggrav Battery w/Deadly Weapon,0,0,0,0,0,0,African-American,1
50,32,25 - 45,1,Burglary Structure Unoccup,0,0,0,1,1,1,Caucasian,0
51,27,25 - 45,1,Grand Theft Firearm,0,0,0,12,0,1,African-American,1
52,25,25 - 45,1,arrest case no charge,20,0,0,24,0,1,Other,1
53,21,Less than 25,1,arrest case no charge,1,0,0,4,0,1,Hispanic,1
54,33,25 - 45,0,Assault,0,0,0,8,0,1,African-American,1
55,37,25 - 45,0,Felony Battery (Dom Strang),0,0,0,3,0,1,Hispanic,1
56,42,25 - 45,0,DUI Level 0.15 Or Minor In Veh,0,0,0,0,0,0,African-American,1
57,29,25 - 45,1,Felony Battery (Dom Strang),0,0,0,0,0,1,African-American,0
58,20,Less than 25,1,Pos Cannabis W/Intent Sel/Del,0,0,0,0,0,1,African-American,1
59,47,Greater than 45,1,Felony Driving While Lic Suspd,0,0,0,7,0,1,African-American,1
60,28,25 - 45,0,arrest case no charge,0,0,0,3,0,1,Hispanic,0
61,38,25 - 45,1,Burglary Structure Unoccup,1,0,0,10,1,1,Caucasian,1
62,25,25 - 45,1,Crim Use of Personal ID Info,0,0,0,0,0,1,African-American,0
63,34,25 - 45,0,Viol Injunct Domestic Violence,0,0,0,5,0,1,African-American,1
64,25,25 - 45,0,Battery,0,0,0,1,0,1,African-American,0
65,60,Greater than 45,1,Possession of Cocaine,0,0,0,9,0,1,African-American,0
66,20,Less than 25,0,Possess Cannabis/20 Grams Or Less,0,0,0,0,0,1,Hispanic,1
67,27,25 - 45,1,Possession of Cocaine,0,0,1,5,0,1,African-American,1
68,53,Greater than 45,1,Grand Theft in the 3rd Degree,0,0,0,9,1,1,Caucasian,1
69,23,Less than 25,1,arrest case no charge,0,0,4,5,1,0,Caucasian,1
70,32,25 - 45,1,Possession of Cocaine,0,0,0,5,1,1,Caucasian,1
71,39,25 - 45,0,Battery,0,0,0,0,1,1,Caucasian,0
72,25,25 - 45,1,Burglary Unoccupied Dwelling,0,0,1,4,0,1,African-American,1
73,35,25 - 45,1,arrest case no charge,0,0,0,6,0,0,African-American,1
74,20,Less than 25,1,arrest case no charge,0,0,0,0,0,1,African-American,1
75,34,25 - 45,1,Felony Petit Theft,0,0,0,27,0,1,African-American,1
76,21,Less than 25,1,Grand Theft in the 3rd Degree,0,0,0,0,0,1,African-American,1
77,26,25 - 45,0,Battery,0,0,0,0,0,1,Other,0
78,43,25 - 45,0,Driving Under The Influence,0,0,0,0,0,1,African-American,0
79,21,Less than 25,1,Grand Theft in the 3rd Degree,0,0,0,0,0,1,African-American,0
80,28,25 - 45,0,Battery,0,0,0,5,1,1,Caucasian,1
81,77,Greater than 45,0,DUI Property Damage/Injury,0,0,0,1,1,1,Caucasian,0
82,35,25 - 45,0,Driving License Suspended,0,0,0,4,0,1,African-American,0
83,27,25 - 45,0,Possess Cannabis/20 Grams Or Less,0,0,0,1,0,1,African-American,0
84,35,25 - 45,1,Aggrav Stalking After Injunctn,0,0,0,5,0,1,African-American,1
85,30,25 - 45,1,Deliver Cocaine,0,0,0,1,0,1,African-American,1
86,55,Greater than 45,0,DUI- Enhanced,0,0,0,0,1,1,Caucasian,0
87,31,25 - 45,1,Grand Theft in the 3rd Degree,0,0,0,0,0,1,Hispanic,0
88,52,Greater than 45,0,Battery,0,0,0,0,1,0,Caucasian,0
89,43,25 - 45,1,Crimin Mischief Damage $1000+,0,0,0,2,1,1,Caucasian,1
90,59,Greater than 45,0,Battery,0,0,0,1,0,1,Other,0
91,22,Less than 25,1,arrest case no charge,0,0,1,3,0,1,Other,0
92,41,25 - 45,0,Driving Under The Influence,0,0,0,1,0,1,Hispanic,0
93,27,25 - 45,1,Driving While License Revoked,0,0,0,10,0,1,African-American,0
94,29,25 - 45,0,Driving Under The Influence,0,0,0,0,1,1,Caucasian,0
95,26,25 - 45,0,Driving License Suspended,0,0,0,0,1,1,Caucasian,1
96,28,25 - 45,1,Tamper With Witness/Victim/CI,0,0,0,2,1,1,Caucasian,1
97,29,25 - 45,1,Felony Battery (Dom Strang),0,0,0,10,0,1,African-American,1
98,24,Less than 25,1,Battery on Law Enforc Officer,0,0,0,1,0,1,African-American,1
99,28,25 - 45,1,Fleeing Or Attmp Eluding A Leo,2,1,0,11,0,1,African-American,0
100,36,25 - 45,0,Petit Theft $100- $300,0,0,0,1,0,1,Hispanic,1
101,26,25 - 45,0,Unlaw LicTag/Sticker Attach,0,0,0,2,0,1,African-American,0
102,46,Greater than 45,1,Felony Battery (Dom Strang),0,0,0,10,0,1,African-American,1
103,38,25 - 45,0,Susp Drivers Lic 1st Offense,0,0,0,0,1,1,Caucasian,0
104,27,25 - 45,0,Possess Cannabis/20 Grams Or Less,0,0,0,2,0,1,Hispanic,0
105,32,25 - 45,1,Grand Theft (Motor Vehicle),0,0,0,3,0,1,African-American,0
106,34,25 - 45,1,Battery on Law Enforc Officer,0,0,0,0,0,1,Other,1
107,44,25 - 45,1,Aggrav Battery w/Deadly Weapon,0,0,0,0,0,1,African-American,0
108,32,25 - 45,1,False Ownership Info/Pawn Item,0,0,0,1,0,1,African-American,1
109,26,25 - 45,1,"Poss3,4 Methylenedioxymethcath",0,0,0,4,0,1,African-American,1
110,21,Less than 25,0,Battery,0,0,0,0,0,1,Hispanic,0
111,35,25 - 45,1,Trespassing/Construction Site,0,0,0,2,0,1,African-American,0
112,25,25 - 45,1,"Poss3,4 Methylenedioxymethcath",0,0,0,1,1,1,Caucasian,0
113,23,Less than 25,1,arrest case no charge,0,0,1,10,0,1,African-American,1
114,35,25 - 45,1,Uttering a Forged Instrument,1,0,4,13,0,1,African-American,1
115,35,25 - 45,0,Assault,0,0,0,1,1,1,Caucasian,1
116,42,25 - 45,1,Solicitation On Felony 3 Deg,0,0,0,3,1,1,Caucasian,1
117,24,Less than 25,0,Susp Drivers Lic 1st Offense,0,0,2,1,0,1,African-American,1
118,43,25 - 45,1,Grand Theft in the 3rd Degree,0,0,0,0,1,0,Caucasian,1
119,37,25 - 45,0,Battery,0,0,0,0,0,0,Hispanic,0
120,20,Less than 25,1,Grand Theft in the 3rd Degree,0,0,0,0,0,0,African-American,0
121,28,25 - 45,1,arrest case no charge,0,0,0,1,1,1,Caucasian,0
122,34,25 - 45,1,Possession of Cannabis,0,0,0,4,1,1,Caucasian,1
123,32,25 - 45,1,Aggravated Assault W/o Firearm,0,0,0,0,1,1,Caucasian,0
124,33,25 - 45,1,Possession of Oxycodone,0,0,0,2,1,1,Caucasian,0
125,36,25 - 45,1,Possession of Cocaine,0,0,0,7,0,1,African-American,1
126,21,Less than 25,1,Felony Battery (Dom Strang),1,0,0,1,0,1,Hispanic,1
127,22,Less than 25,1,Grand Theft in the 3rd Degree,0,0,0,0,0,0,African-American,0
128,26,25 - 45,0,Criminal Mischief>$200<$1000,0,0,0,0,1,1,Caucasian,0
129,28,25 - 45,1,Possession of Oxycodone,0,0,0,2,1,1,Caucasian,1
130,34,25 - 45,1,Grand Theft in the 3rd Degree,0,0,0,0,1,1,Caucasian,0
131,38,25 - 45,1,Burglary Dwelling Assault/Batt,0,0,0,0,0,1,African-American,0
132,28,25 - 45,1,Aggravated Assault W/Dead Weap,0,0,0,7,0,1,African-American,1
133,32,25 - 45,1,Possession Burglary Tools,0,0,0,0,1,1,Caucasian,1
134,31,25 - 45,1,arrest case no charge,0,0,0,6,0,1,African-American,0
135,49,Greater than 45,0,Leaving Acc/Unattended Veh,0,0,0,1,1,0,Caucasian,0
136,21,Less than 25,1,arrest case no charge,1,0,0,1,0,1,African-American,0
137,35,25 - 45,0,Battery,0,0,0,8,0,1,African-American,1
138,28,25 - 45,1,arrest case no charge,0,0,0,2,0,1,African-American,1
139,25,25 - 45,1,arrest case no charge,0,1,0,6,1,1,Caucasian,0
140,47,Greater than 45,1,arrest case no charge,0,0,0,1,0,1,African-American,0
141,67,Greater than 45,1,Crimin Mischief Damage $1000+,0,0,0,8,0,1,African-American,0
142,20,Less than 25,0,Battery,0,0,0,0,1,1,Caucasian,0
143,30,25 - 45,1,Robbery / No Weapon,0,0,0,8,0,0,African-American,1
144,31,25 - 45,1,Poss Contr Subst W/o Prescript,0,0,0,9,1,0,Caucasian,1
145,26,25 - 45,1,Possession of Cannabis,0,0,0,6,0,1,African-American,1
146,31,25 - 45,0,Viol Prot Injunc Repeat Viol,0,0,0,0,0,1,Other,0
147,53,Greater than 45,1,arrest case no charge,0,0,0,3,1,1,Caucasian,1
148,39,25 - 45,0,Disorderly Intoxication,0,0,0,0,1,0,Caucasian,0
149,38,25 - 45,0,Battery,0,0,0,2,1,1,Caucasian,0
150,42,25 - 45,1,Possession Of Amphetamine,0,0,0,1,0,0,African-American,0
151,22,Less than 25,0,Battery,0,0,0,0,0,1,African-American,0
152,26,25 - 45,0,Lve/Scen/Acc/Veh/Prop/Damage,0,0,0,5,1,1,Caucasian,0
153,30,25 - 45,1,Possession of Cocaine,0,0,0,15,0,0,African-American,1
154,26,25 - 45,1,Tampering With Physical Evidence,1,2,0,9,0,1,African-American,1
155,56,Greater than 45,0,Driving Under The Influence,0,0,0,0,1,1,Caucasian,0
156,23,Less than 25,1,Grand Theft in the 3rd Degree,0,0,1,2,0,1,Hispanic,0
157,54,Greater than 45,1,Possession of Cocaine,0,0,0,10,0,1,African-American,0
158,33,25 - 45,0,Battery,0,0,0,3,1,1,Caucasian,1
159,22,Less than 25,1,Pos Cannabis W/Intent Sel/Del,0,0,0,0,1,1,Caucasian,0
160,46,Greater than 45,1,Grand Theft in the 3rd Degree,0,0,0,13,0,1,Hispanic,0
161,66,Greater than 45,1,Grand Theft in the 3rd Degree,0,0,0,0,1,1,Caucasian,0
162,47,Greater than 45,0,Battery,0,0,0,0,1,0,Caucasian,0
163,48,Greater than 45,1,Carrying Concealed Firearm,0,0,0,7,0,1,Other,0
164,21,Less than 25,1,Grand Theft in the 3rd Degree,0,0,0,1,0,1,African-American,1
165,29,25 - 45,0,Viol Injunct Domestic Violence,0,0,0,2,1,1,Caucasian,1
166,35,25 - 45,1,arrest case no charge,0,0,0,7,0,1,African-American,0
167,23,Less than 25,1,Burglary Structure Unoccup,0,1,1,8,0,1,African-American,1
168,52,Greater than 45,1,Uttering a Forged Instrument,0,0,0,0,0,1,African-American,0
169,22,Less than 25,1,arrest case no charge,0,0,0,2,1,1,Caucasian,0
170,50,Greater than 45,1,Grand Theft in the 3rd Degree,0,0,0,0,1,1,Caucasian,0
171,25,25 - 45,1,"Poss3,4 Methylenedioxymethcath",0,0,0,1,0,1,African-American,0
172,43,25 - 45,1,Felony Battery (Dom Strang),0,0,0,1,0,1,African-American,1
173,21,Less than 25,1,Battery on Law Enforc Officer,0,0,1,0,0,1,African-American,1
174,27,25 - 45,1,Issuing a Worthless Draft,1,0,0,6,0,1,African-American,1
175,23,Less than 25,1,Grand Theft in the 3rd Degree,0,0,0,0,0,1,African-American,0
176,23,Less than 25,1,Aggrav Battery w/Deadly Weapon,0,0,0,1,0,0,African-American,0
177,21,Less than 25,0,Battery,0,0,0,5,0,1,African-American,1
178,48,Greater than 45,0,Viol Injunct Domestic Violence,0,0,0,0,0,1,Other,0
179,30,25 - 45,1,Carrying Concealed Firearm,0,0,0,0,0,1,African-American,0
180,23,Less than 25,0,Viol Pretrial Release Dom Viol,0,0,0,0,1,1,Caucasian,1
181,36,25 - 45,1,Aggrav Battery w/Deadly Weapon,0,0,0,2,1,0,Caucasian,0
182,23,Less than 25,0,Viol Prot Injunc Repeat Viol,0,0,0,3,0,1,African-American,1
183,37,25 - 45,0,Battery,0,0,0,0,0,1,Other,0
184,39,25 - 45,0,Susp Drivers Lic 1st Offense,0,0,0,3,0,0,African-American,0
185,22,Less than 25,0,Battery,0,0,0,0,1,1,Caucasian,1
186,22,Less than 25,1,arrest case no charge,0,0,1,3,0,1,African-American,0
187,55,Greater than 45,1,Felony DUI (level 3),0,0,0,7,1,1,Caucasian,0
188,41,25 - 45,1,Driving While License Revoked,0,0,0,0,1,1,Caucasian,0
189,22,Less than 25,0,Viol Pretrial Release Dom Viol,0,0,1,1,1,0,Caucasian,0
190,47,Greater than 45,1,Felony Battery w/Prior Convict,0,0,0,9,0,1,African-American,0
191,47,Greater than 45,1,Drivg While Lic Suspd/Revk/Can,0,0,0,3,1,1,Caucasian,0
192,22,Less than 25,1,Possession Of Alprazolam,0,0,3,1,1,1,Caucasian,1
193,27,25 - 45,1,arrest case no charge,0,0,0,4,0,1,African-American,0
194,60,Greater than 45,1,Grand Theft in the 3rd Degree,0,0,0,0,0,1,African-American,0
195,30,25 - 45,1,arrest case no charge,0,0,0,2,0,1,African-American,0
196,53,Greater than 45,1,Felony Driving While Lic Suspd,0,0,0,2,0,1,African-American,0
197,35,25 - 45,1,Neglect Child / No Bodily Harm,0,0,0,5,0,0,African-American,0
198,40,25 - 45,1,Grand Theft in the 3rd Degree,0,0,0,4,1,1,Caucasian,1
199,30,25 - 45,1,Possession of Cocaine,0,0,0,0,1,1,Caucasian,0
200,60,Greater than 45,0,DUI Property Damage/Injury,0,0,0,2,1,1,Caucasian,0
201,28,25 - 45,1,"Deliver 3,4 Methylenediox",0,0,0,0,1,1,Caucasian,0
202,23,Less than 25,1,Felony Battery (Dom Strang),0,0,0,3,0,1,African-American,1
203,47,Greater than 45,1,Possession of Cocaine,0,0,0,2,1,1,Caucasian,1
204,35,25 - 45,0,Possess Cannabis/20 Grams Or Less,0,0,0,2,0,1,African-American,0
205,26,25 - 45,1,Tampering With Physical Evidence,0,0,0,0,1,1,Caucasian,0
206,26,25 - 45,0,Battery,0,0,1,6,0,1,African-American,1
207,32,25 - 45,1,"Poss3,4 Methylenedioxymethcath",0,0,0,3,1,1,Caucasian,1
208,34,25 - 45,1,False Imprisonment,3,1,0,9,0,1,African-American,1
209,33,25 - 45,1,Grand Theft in the 3rd Degree,0,0,0,0,1,1,Caucasian,0
210,53,Greater than 45,1,Unlicensed Telemarketing,0,0,0,5,0,0,African-American,0
211,29,25 - 45,0,Petit Theft,0,0,0,2,0,1,African-American,0
212,22,Less than 25,1,Battery on Law Enforc Officer,0,0,0,1,0,1,African-American,1
213,23,Less than 25,1,Burglary Conveyance Unoccup,0,0,0,3,0,1,Hispanic,1
214,32,25 - 45,1,arrest case no charge,0,0,0,3,0,0,African-American,0
215,26,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,0,0,1,0,1,African-American,1
216,32,25 - 45,1,Burglary Dwelling Occupied,0,0,0,9,0,1,African-American,0
217,30,25 - 45,1,Live on Earnings of Prostitute,0,0,0,15,0,1,African-American,1
218,23,Less than 25,0,Leave Acc/Attend Veh/More $50,0,0,0,1,0,1,African-American,0
219,20,Less than 25,1,Deliver Cannabis 1000FTSch,0,0,0,0,0,1,African-American,1
220,21,Less than 25,0,Disorderly Conduct,0,0,0,0,0,1,African-American,1
221,51,Greater than 45,0,Battery,0,0,0,1,1,0,Caucasian,0
222,28,25 - 45,0,Disorderly Intoxication,0,0,0,0,1,1,Caucasian,1
223,23,Less than 25,0,Operating W/O Valid License,0,0,0,1,0,0,Hispanic,0
224,37,25 - 45,0,Battery,0,0,0,0,1,1,Caucasian,0
225,51,Greater than 45,1,arrest case no charge,0,0,0,1,0,1,Hispanic,0
226,36,25 - 45,1,Cruelty Toward Child,0,0,0,6,0,1,African-American,0
227,38,25 - 45,1,Felony Driving While Lic Suspd,0,0,0,0,0,0,Hispanic,0
228,22,Less than 25,1,Del Cannabis For Consideration,0,0,0,0,1,0,Caucasian,1
229,43,25 - 45,1,Aggravated Battery / Pregnant,0,0,0,0,1,0,Caucasian,0
230,29,25 - 45,1,Robbery / No Weapon,0,0,0,0,0,0,African-American,0
231,27,25 - 45,0,Leave Acc/Attend Veh/More $50,0,0,0,4,1,0,Caucasian,1
232,28,25 - 45,0,Battery,1,0,0,1,0,0,African-American,1
233,45,Greater than 45,1,Driving While License Revoked,0,0,0,20,0,1,Hispanic,1
234,24,Less than 25,1,Del Cannabis For Consideration,0,0,0,1,1,1,Caucasian,0
235,45,Greater than 45,0,Stalking,0,0,0,0,0,1,Hispanic,1
236,21,Less than 25,1,Burglary Dwelling Assault/Batt,0,0,0,0,0,0,African-American,1
237,47,Greater than 45,0,Exposes Culpable Negligence,0,0,0,0,0,1,Hispanic,1
238,26,25 - 45,1,Burglary Dwelling Assault/Batt,0,0,1,2,1,1,Caucasian,1
239,48,Greater than 45,0,Driving Under The Influence,0,0,0,1,0,1,Hispanic,0
240,64,Greater than 45,1,arrest case no charge,0,0,0,1,1,0,Caucasian,0
241,22,Less than 25,1,Del Cannabis For Consideration,0,0,0,1,0,1,African-American,1
242,22,Less than 25,1,Felony Battery (Dom Strang),0,0,0,2,0,1,African-American,0
243,31,25 - 45,1,Grand Theft in the 3rd Degree,0,0,0,7,0,1,African-American,1
244,42,25 - 45,1,Possession of Cocaine,1,0,0,7,0,1,African-American,1
245,21,Less than 25,1,arrest case no charge,0,0,2,1,0,1,Hispanic,0
246,48,Greater than 45,1,Felony Driving While Lic Suspd,1,0,0,10,0,1,African-American,1
247,36,25 - 45,1,Aggravated Battery,0,0,0,1,0,1,Hispanic,1
248,22,Less than 25,1,Pos Cannabis W/Intent Sel/Del,0,0,0,0,0,1,African-American,0
249,50,Greater than 45,1,arrest case no charge,0,0,0,8,1,1,Caucasian,0
250,27,25 - 45,0,Battery,0,0,0,0,1,1,Caucasian,0
251,21,Less than 25,1,Att Tamper w/Physical Evidence,0,0,1,0,0,1,Asian,1
252,30,25 - 45,1,Aggravated Assault W/dead Weap,1,0,0,5,0,1,African-American,1
253,30,25 - 45,1,Possession of Cocaine,0,0,0,2,0,1,African-American,1
254,38,25 - 45,0,Battery,0,0,0,0,1,0,Caucasian,0
255,35,25 - 45,1,arrest case no charge,0,0,0,6,0,1,African-American,0
256,25,25 - 45,0,Susp Drivers Lic 1st Offense,0,1,1,3,0,1,African-American,1
257,26,25 - 45,1,Aggravated Assault W/Dead Weap,0,0,0,0,1,1,Caucasian,0
258,60,Greater than 45,1,arrest case no charge,0,0,0,1,1,1,Caucasian,0
259,29,25 - 45,1,Possession of Oxycodone,0,0,0,1,1,1,Caucasian,1
260,26,25 - 45,1,Pos Cannabis W/Intent Sel/Del,0,1,3,14,0,1,African-American,1
261,31,25 - 45,0,Assault,0,0,0,4,0,1,African-American,1
262,22,Less than 25,1,Uttering a Forged Instrument,0,0,0,0,0,1,African-American,1
263,59,Greater than 45,0,DUI Level 0.15 Or Minor In Veh,0,0,0,0,0,1,Hispanic,0
264,50,Greater than 45,0,DUI- Enhanced,0,0,0,0,0,1,Hispanic,0
265,28,25 - 45,0,Possess Cannabis/20 Grams Or Less,0,0,0,2,0,1,African-American,1
266,28,25 - 45,1,Possession of Cocaine,1,0,1,11,0,1,African-American,1
267,56,Greater than 45,1,Felony Battery (Dom Strang),0,0,0,0,1,1,Caucasian,0
268,50,Greater than 45,1,Driving While License Revoked,0,0,0,5,1,1,Caucasian,1
269,23,Less than 25,1,Felony Batt(Great Bodily Harm),0,0,0,1,0,1,African-American,1
270,36,25 - 45,1,Possession of Cocaine,0,0,0,13,0,0,African-American,1
271,30,25 - 45,1,Burglary Structure Unoccup,0,0,0,1,0,1,African-American,1
272,23,Less than 25,0,Battery,0,0,0,1,0,1,African-American,1
273,24,Less than 25,0,Battery,0,0,0,0,0,1,Hispanic,0
274,30,25 - 45,1,Felony Petit Theft,0,0,0,1,0,1,African-American,0
275,35,25 - 45,1,Driving While License Revoked,0,0,0,13,0,1,Hispanic,0
276,27,25 - 45,0,Criminal Mischief Damage <$200,0,0,0,2,0,1,Other,1
277,54,Greater than 45,1,Stalking (Aggravated),0,0,0,1,0,1,Other,0
278,36,25 - 45,0,Battery,0,1,0,4,0,1,African-American,0
279,32,25 - 45,0,Driving License Suspended,0,0,0,0,1,1,Caucasian,0
280,40,25 - 45,0,arrest case no charge,0,0,0,4,0,0,African-American,0
281,43,25 - 45,0,Battery,0,0,1,9,0,0,African-American,0
282,24,Less than 25,1,Driving While License Revoked,0,0,3,4,0,1,African-American,1
283,43,25 - 45,0,arrest case no charge,0,0,0,6,0,1,African-American,1
284,25,25 - 45,0,arrest case no charge,0,0,0,11,0,1,African-American,1
285,70,Greater than 45,0,Driving Under The Influence,0,0,0,0,0,1,African-American,0
286,29,25 - 45,1,Felony Battery (Dom Strang),0,1,0,17,0,1,Hispanic,1
287,22,Less than 25,0,Possess Drug Paraphernalia,0,0,0,0,0,1,Hispanic,0
288,67,Greater than 45,0,DUI- Enhanced,0,0,0,0,1,1,Caucasian,0
289,34,25 - 45,0,Driving License Suspended,0,0,0,1,0,1,Other,1
290,33,25 - 45,1,Burglary Structure Unoccup,0,0,0,3,0,1,African-American,1
291,28,25 - 45,1,"Poss3,4 Methylenedioxymethcath",0,0,0,2,0,1,Native American,0
292,57,Greater than 45,1,arrest case no charge,0,0,0,1,0,1,African-American,0
293,21,Less than 25,0,Trespass Struct/Conveyance,0,0,0,1,0,0,African-American,1
294,61,Greater than 45,0,DUI Level 0.15 Or Minor In Veh,0,0,0,1,1,0,Caucasian,0
295,49,Greater than 45,1,Resist Officer w/Violence,0,0,0,1,1,1,Caucasian,0
296,21,Less than 25,1,Aggravated Battery,0,0,0,0,0,1,African-American,0
297,60,Greater than 45,1,arrest case no charge,0,0,0,9,1,0,Caucasian,1
298,30,25 - 45,0,Battery,0,0,0,1,0,1,African-American,0
299,36,25 - 45,1,"Poss3,4 Methylenedioxymethcath",0,0,0,2,1,1,Caucasian,0
300,37,25 - 45,0,Contribute Delinquency Of A Minor,0,0,0,0,0,1,African-American,0
301,53,Greater than 45,0,DUI Property Damage/Injury,0,0,0,1,0,1,African-American,0
302,32,25 - 45,0,Battery,0,0,0,0,0,0,African-American,0
303,22,Less than 25,1,arrest case no charge,0,0,0,1,0,1,African-American,1
304,50,Greater than 45,1,arrest case no charge,0,0,0,7,0,1,African-American,1
305,32,25 - 45,0,Battery,0,0,0,0,0,1,Other,0
306,23,Less than 25,1,Trespassing/Construction Site,0,0,0,0,1,1,Caucasian,1
307,22,Less than 25,0,Battery,0,0,0,0,0,0,African-American,0
308,36,25 - 45,1,Burglary Unoccupied Dwelling,0,0,0,2,0,1,African-American,1
309,57,Greater than 45,0,Resist/Obstruct W/O Violence,0,0,0,0,0,0,African-American,0
310,24,Less than 25,0,Battery,0,0,0,0,0,0,Hispanic,0
311,47,Greater than 45,1,Aggravated Assault W/dead Weap,0,0,0,0,0,0,Other,0
312,24,Less than 25,0,Battery,0,0,0,0,1,0,Caucasian,0
313,28,25 - 45,1,Crim Use of Personal ID Info,0,0,0,5,0,1,African-American,1
314,37,25 - 45,0,Battery,0,0,0,1,1,1,Caucasian,1
315,23,Less than 25,1,Grand Theft in the 3rd Degree,0,0,0,2,0,1,African-American,1
316,51,Greater than 45,0,Battery,0,0,0,0,1,0,Caucasian,1
317,36,25 - 45,1,Leaving the Scene of Accident,0,0,0,3,1,0,Caucasian,1
318,28,25 - 45,1,"Poss3,4 Methylenedioxymethcath",0,0,0,3,0,1,African-American,0
319,25,25 - 45,1,arrest case no charge,0,0,1,5,0,1,African-American,1
320,32,25 - 45,1,Possession of Cocaine,2,0,1,15,1,1,Caucasian,1
321,29,25 - 45,1,Aggrav Battery w/Deadly Weapon,0,0,0,0,0,0,Hispanic,1
322,44,25 - 45,1,Possession of Cocaine,0,0,0,6,0,1,African-American,1
