inputId Score
9555 168.0937
9556 188.1208
9558 151.5053
9563 2899.3098
9564 144.0392
9566 152.8305
9567 161.7575
9578 148.8065
9583 151.9130
9586 147.6090
9589 163.3930
9592 146.3806
9593 238.2751
9598 931.3538
9600 181.3551
9604 159.5134
9607 179.2879
9610 466.2619
9612 146.8122
9614 144.7611
9615 159.2407
9618 144.4105
9622 158.5150
9623 156.6865
9628 151.8623
9629 146.1695
9630 146.2937
9633 183.6130
9635 146.7884
9640 146.2729
9641 148.1964
9642 209.7086
9644 153.3760
9651 147.6384
9652 182.2301
9654 170.0395
9664 147.7902
9665 149.7369
9668 159.0247
9670 251.9647
9671 155.3920
9673 147.0284
9675 196.9932
9676 288.1417
9682 167.1214
9685 147.5639
9688 159.1067
9689 302.9426
9690 204.3390
9691 153.2724
9692 4119.8758
9694 169.9804
9696 147.4817
9705 147.9159
9708 169.5925
9709 178.2552
9713 149.7866
9714 147.6659
9715 241.3394
9716 161.0147
9717 250.2064
9718 268.5143
9719 152.7223
9720 147.3771
9722 146.1216
9723 148.0717
9724 157.9543
9728 147.8155
9729 145.9690
9732 166.1602
9738 146.6176
9739 320.9043
9742 215.8189
9744 145.0239
9747 167.8968
9753 231.8751
9766 180.7524
9767 226.9582
9770 151.4334
9772 170.1713
9773 188.2463
9774 167.1189
9781 149.6895
9784 184.8367
9791 304.8176
9793 146.3760
9794 358.8117
9795 144.7863
9798 235.3157
9802 228.2748
9810 166.1997
9813 155.8520
9827 182.9297
9834 205.9012
9835 158.5150
9838 151.2244
9842 273.6461
9849 145.9595
9850 176.6355
9851 151.6356
9855 535.1839
9857 145.3744
9861 192.3965
9866 182.9046
9870 206.5872
9877 149.0935
9880 213.7162
9882 147.2250
9886 155.5848
9892 177.3781
9895 145.2990
9897 176.4256
9901 145.6405
9904 150.4642
9908 148.3606
9910 187.7978
9912 209.0111
9913 146.0129
9914 268.5437
9915 151.0996
9916 204.5119
9917 151.9442
9918 248.9153
9927 147.7457
9930 152.9899
9933 150.0656
9934 176.6669
9938 150.2584
9939 965.4771
9940 175.7888
9942 148.9474
9946 146.8073
9948 150.8733
9951 147.4164
9963 157.5375
9964 144.9970
9967 194.6650
9973 171.9607
9974 222.5632
9975 166.4239
9979 214.7104
9981 147.3107
9984 270.0455
9988 148.0867
10003 220.7991
10014 151.1313
10016 223.4129
10017 226.1312
10019 147.1106
10020 147.5196
10023 213.0364
10025 162.2669
10026 207.4551
10027 149.9889
10030 199.4999
10032 264.0117
10033 144.4192
10035 218.3044
10037 148.2238
10042 152.9515
10043 180.9684
10047 160.2322
10053 187.4478
10055 262.3245
10056 194.3230
10057 149.6572
10058 1755.9555
10059 178.6419
10061 4126.6842
10062 274.3254
10067 148.6702
10070 179.3074
10072 184.2581
10073 155.1273
10078 149.6770
10081 148.4279
10082 147.8098
10091 148.2146
10099 148.5204
10101 153.9868
10102 148.7234
10105 783.7780
10110 270.6015
10115 187.0970
10122 209.3434
10123 144.4314
10124 186.7352
10125 151.3339
10127 144.7365
10129 196.4852
10131 247.0091
10146 147.8370
10154 195.9443
10157 163.2639
10168 493.0180
10169 148.2992
10180 162.1873
10181 149.0807
10184 256.9201
10185 148.4685
10188 164.4378
10197 180.1090
10198 159.2102
10199 195.3891
10208 146.2700
10209 147.4249
10211 155.6354
10216 154.7040
10217 148.6230
10229 145.8860
10230 183.9201
10232 144.1616
10235 145.6770
10237 147.1577
10238 155.3723
10240 148.0582
10252 220.3983
10254 147.6837
10259 150.5425
10262 242.1488
10264 148.0300
10266 1102.3916
10268 162.1793
10269 149.9889
10270 145.3960
10272 150.5279
10274 253.1164
10276 147.6674
10277 204.6123
10278 170.7879
10282 248.3325
10283 197.9647
10286 145.2030
10287 287.5909
10288 158.1138
10291 152.6950
10294 224.1694
10298 235.8344
10305 161.2211
10308 2287.4385
10309 198.6680
10313 148.9056
10326 146.3845
10327 197.1129
10331 171.9728
10333 151.9316
10335 208.1471
10339 173.2358
10340 159.6752
10347 150.2735
10348 170.4452
10354 236.9145
10356 241.6470
10362 169.1849
10365 160.2589
10366 156.7073
10369 792.7209
10372 149.1746
10373 161.6729
10381 389.1767
10383 152.2916
10384 226.7749
10388 210.8388
10392 325.4057
10393 145.9632
10397 160.4576
10398 248.1637
10405 163.8599
10413 159.4572
10416 195.3540
10423 155.5634
10428 148.7294
10432 158.2360
10433 148.9657
10436 148.7232
10441 150.3830
10442 170.8624
10444 167.8535
10445 176.8798
10448 151.2366
10449 146.1509
10455 164.3751
10456 167.6382
10458 180.6274
10460 150.6662
10465 164.2257
10467 153.8018
10474 161.7908
10475 160.6930
10476 145.9594
10479 152.2813
10483 216.1750
10486 151.1360
10489 2241.9235
10494 144.4065
10495 145.4511
10497 154.4026
10499 157.4723
10500 192.2971
10506 144.4192
10507 259.8368
10514 254.4014
10517 145.3952
10518 150.5541
10521 151.8156
10525 1979.1304
10531 241.3057
10536 146.7159
10538 317.2593
10542 183.5554
10554 144.4742
10555 236.7759
10557 151.1273
10559 148.3764
10568 196.9639
10570 160.9898
10575 145.9595
10576 149.2157
10578 145.3450
10579 992.3797
10580 179.1017
10581 148.1884
10582 189.7601
10583 161.1933
10590 238.7643
10594 146.4991
10597 226.9422
10599 187.0379
10600 156.0625
10606 198.4184
10607 194.5019
10609 238.2299
10611 162.6545
10614 239.1013
10615 165.5930
10619 219.6338
10620 223.6627
10621 146.1409
10626 146.8948
10630 163.5362
10632 151.9821
10635 145.3591
10639 146.6551
10642 588.8808
10645 149.5921
10652 288.1474
10653 147.7198
10656 158.6530
10659 1802.1232
10662 163.5969
10665 293.3887
10666 166.7203
10667 151.9922
10668 194.9938
10670 160.3920
10672 152.6378
10674 175.5621
10677 186.3417
10687 161.5009
10691 159.4387
10692 158.6530
10703 145.2168
10708 3749.1081
10710 197.3231
10722 159.2662
10724 144.4125
10725 409.2841
10726 146.1103
10729 143.9855
10731 156.1164
10732 230.1207
10734 148.5583
10742 222.3042
10744 173.2171
10745 183.9031
10746 211.1841
10747 242.2451
10748 150.3388
10749 144.7527
10753 2712.2843
10754 235.7894
10756 200.8220
10757 209.6959
10763 245.6592
10764 157.6875
10766 156.3388
10767 213.8054
10769 147.3232
10772 2135.1822
10775 250.1952
10784 145.0544
10786 366.4127
10789 169.2943
10793 396.9212
10795 145.9230
10798 144.7365
10799 150.7772
10800 166.2970
10801 153.5366
10805 147.5521
10813 185.9723
10816 183.9189
10817 184.6967
10819 185.1365
10824 167.2221
10826 156.0596
10827 183.8072
10830 180.9658
10833 217.3929
10834 1803.6738
10837 2345.5795
10844 144.3039
10845 270.1117
10849 214.2875
10850 168.7023
10851 275.1269
10854 150.8686
10857 145.8543
10872 147.9902
10873 148.4435
10885 194.2604
10889 230.9704
10891 149.6358
10901 146.8150
10902 207.2371
10903 241.3057
10904 2318.9703
10905 194.9795
10906 316.2238
10909 199.4999
10914 199.2889
10919 152.5017
10920 695.8321
10922 160.3319
10937 149.8151
10939 153.2459
10942 211.9530
10944 145.2667
10949 146.1019
10950 150.4744
10956 167.4240
10966 261.1740
10970 158.1547
10972 3758.4086
10977 1545.7088
10981 145.9281
10984 155.2084
10990 212.4719
10991 146.3107
10992 144.8583
10993 1145.4249
10994 157.5583
10997 145.2584
10999 167.3983
11000 173.6568
11003 148.7311
11005 245.7137
11006 153.1649
11011 155.5739
11016 158.6141
11020 147.4065
11026 227.6340
11031 146.0023
11032 148.1906
11033 279.9137
11035 189.3848
11036 177.2203
11038 144.9071
11042 148.2253
11046 151.1575
11047 146.6529
11048 146.0606
11049 154.5146
11053 153.2736
11055 150.8296
11057 162.8412
11063 146.7030
11068 163.4889
11069 221.7172
11072 151.2685
11073 270.0455
11080 197.9415
11082 145.5031
11083 248.7377
11085 176.5524
11095 149.4533
11102 167.6121
11104 155.4218
11106 150.0934
11107 182.0408
11109 280.2173
11111 1033.9292
11115 185.5623
11125 148.1164
11129 191.0258
11133 164.2214
11134 290.6279
11135 175.4768
11136 146.3041
11138 238.0241
11139 150.8292
11141 144.9091
11142 147.1629
11148 145.0972
11149 3731.8254
11159 377.6810
11161 216.4599
11162 214.9933
11170 157.5890
11182 149.2626
11184 146.7933
11186 174.2725
11189 146.1290
11192 189.0755
11193 199.6176
11197 299.4916
11198 147.8942
11208 156.6582
11209 2327.5231
11212 151.6875
11214 555.1745
11217 182.8307
11218 152.9266
11221 399.8763
11222 3621.4487
11225 243.0841
11233 144.4300
11234 153.5763
11239 160.3608
11241 150.4554
11243 221.4908
11249 228.5389
11250 223.7408
11253 148.2794
11261 230.7597
11264 147.6690
11267 266.5428
11271 4114.2590
11272 1571.8499
11283 148.3531
11284 149.0834
11285 182.1091
11286 3390.3227
11291 161.8881
11297 162.7460
11299 208.7181
11303 234.9940
11304 166.7934
11306 230.2225
11310 151.6414
11311 241.2502
11312 180.4929
11315 157.3820
11328 230.0775
11329 154.2922
11331 161.3119
11336 199.5468
11337 237.9829
11342 144.7861
11343 148.7048
11347 148.0825
11348 212.8379
11350 146.7964
11352 151.3378
11354 147.5218
11356 152.6411
11359 149.6286
11360 148.4705
11361 322.4076
11362 151.1283
11365 167.6121
11366 155.7405
11367 168.0547
11368 1283.9655
11379 195.5525
11383 154.7438
11385 151.8154
11387 159.3106
11388 196.6750
11389 146.3122
11398 239.0515
11401 2167.4111
11403 150.9141
11404 146.3613
11412 146.3866
11414 145.7172
11415 171.4311
11418 169.9537
11420 146.5248
11424 230.6024
11430 159.7578
11444 164.4642
11446 149.1343
11447 168.0957
11454 154.0476
11455 194.8465
11457 263.1522
11459 147.4167
11461 168.3144
11462 194.3311
11464 145.2105
11467 194.3198
11471 423.7437
11473 160.9297
11474 147.6324
11476 167.8414
11479 205.3450
11485 267.2994
11488 168.5711
11489 147.5668
11494 195.5525
11495 184.5885
11499 176.3461
11501 195.9443
11503 152.2464
11508 345.9142
11510 145.8016
11513 155.4163
11515 148.4464
11522 156.9618
11523 192.5558
11524 153.0646
11528 164.8070
11530 149.3449
11539 147.2047
11553 147.8460
11554 145.9098
11555 147.6277
11559 202.9322
11560 204.4164
11562 150.6135
11564 174.5074
11565 151.7028
11566 155.1892
11567 196.9849
11568 148.7820
11570 144.6896
11571 147.1295
11574 2691.9732
11575 144.1540
11579 157.7204
11581 246.9507
11593 223.4544
11594 160.4007
11595 154.5190
11609 148.9270
11610 193.9955
11612 167.2357
11621 146.0060
11624 1505.0425
11625 208.3589
11628 185.5478
11629 154.6225
11634 233.2560
11640 193.8858
11643 147.6801
11644 145.8719
11645 508.6142
11646 148.5065
11648 144.9136
11649 170.3848
11653 187.1995
11654 189.6050
11659 216.4599
11662 149.6933
11666 147.6851
11668 147.7864
11670 197.8097
11671 147.7561
11674 182.2473
11677 151.8605
11679 182.4480
11681 149.2225
11684 178.8618
11688 158.7915
11690 149.6107
11691 195.5973
11697 160.7995
11705 173.2526
11706 164.8590
11710 149.6339
11712 151.0215
11713 148.0147
11714 152.9058
11716 145.1226
11721 164.9706
11722 145.0972
11724 236.9145
11725 144.6934
11727 3333.9035
11732 145.8175
11740 152.2824
11743 164.3751
11744 150.4161
11746 182.3182
11748 279.0513
11749 148.4333
11753 149.1984
11755 145.7015
11758 270.7972
11763 203.9904
11764 146.8937
11765 186.2473
11766 145.5091
11772 147.3492
11775 148.3290
11776 319.9580
11780 149.2324
11782 180.9389
11785 428.6617
11788 249.7158
11791 191.3984
11792 200.1715
11795 145.6829
11798 159.4942
11803 146.7872
11804 305.8016
11807 161.7236
11809 169.6838
11815 189.1041
11817 214.2631
11820 145.7172
11824 210.6584
11825 168.1406
11826 147.8384
11828 154.4421
11831 156.2209
11833 150.1996
11835 148.0925
11837 149.2816
11839 200.2530
11847 145.6091
11848 161.1314
11852 3780.3965
11854 145.2680
11855 150.3376
11856 158.1091
11857 361.6251
11864 206.1903
11877 146.8104
11879 178.8311
11882 174.7863
11884 147.5074
11886 161.9532
11890 279.7336
11892 146.2557
11894 178.3425
11896 217.5076
11899 275.4976
11901 151.5242
11904 4078.2202
11911 193.6965
11912 150.8358
11913 172.4095
11915 153.3338
11917 147.5416
11922 222.7176
11924 399.4432
11931 189.1916
11932 244.4613
11934 146.4041
11936 276.8295
11947 497.5689
11954 309.2011
11955 152.4050
11960 152.6005
11964 144.9162
11965 216.4862
11966 151.2694
11969 263.3011
11970 880.2536
11971 319.1018
11972 147.7682
11976 155.8398
11979 159.0263
11980 229.4349
11982 144.6583
11985 207.2303
11986 154.8935
11987 149.5612
11988 149.9504
11990 392.0168
11993 150.5922
11997 238.3272
12005 152.6492
12007 186.2739
12010 229.1904
12011 145.9718
12012 372.1812
12014 229.4554
12020 148.3065
12022 211.9530
12023 1563.7398
12025 146.0523
12031 152.3326
12043 152.7939
12044 150.3485
12050 146.8546
12052 149.6113
12059 148.7443
12060 342.2098
12061 274.3254
12065 194.0296
12066 147.1402
12068 246.9507
12073 161.9869
12074 144.1825
12077 193.5276
12078 169.5707
12079 271.3224
12084 257.5765
12086 152.6797
12089 145.9264
12091 147.5449
12092 1214.4769
12093 147.0972
12095 145.0388
12096 152.5826
12097 150.0246
12099 148.0769
12100 152.6788
12105 191.3906
12108 150.5775
12110 152.5185
12111 153.5366
12112 205.5599
12117 215.0985
12121 155.0788
12123 199.3073
12125 189.2362
12128 145.9595
12131 335.2516
12132 145.2628
12134 160.5294
12143 276.8295
12144 237.1238
12161 189.4513
12164 267.9036
12165 159.6128
12169 150.9217
12172 171.7920
12173 157.5569
12174 238.5077
12176 146.7088
12177 148.8192
12180 148.7508
12183 145.2736
12185 233.1930
12187 1167.8685
12188 371.0669
12194 243.8653
12201 148.3468
12203 150.3030
12209 145.5122
12213 154.4726
12216 215.6349
12218 156.8088
12220 145.0146
12232 152.4669
12235 147.7291
12236 155.3723
12237 188.2889
12239 150.3164
12243 154.8344
12248 150.4812
12252 175.8920
12255 154.1400
12256 145.4511
12257 4184.0468
12258 167.9467
12263 194.8465
12268 152.2737
12269 213.8663
12271 149.8791
12273 165.2335
12277 179.0247
12279 144.5206
12285 240.6305
12286 3300.4429
12287 148.1472
12289 144.5100
12290 148.3126
12300 146.7929
12311 146.3663
12313 151.9485
12317 150.7872
12320 144.7782
12326 171.8062
12327 232.4405
12329 226.4609
12333 155.7358
12335 178.4828
12336 180.2519
12338 157.0924
12341 155.6592
12351 246.1870
12352 159.4831
12356 946.7066
12360 155.9134
12365 281.6984
12366 180.3353
12371 147.6603
12373 1072.3086
12376 149.2324
12377 157.6733
12387 157.9759
12399 146.9508
12402 153.9584
12405 209.2694
12407 166.3019
12409 181.9582
12410 234.8076
12414 170.1491
12415 146.0023
12416 145.3892
12417 597.3251
12418 253.2386
12423 150.7768
12426 143.9696
12427 146.8546
12431 166.1312
12440 145.3773
12441 304.3808
12442 1927.2798
12451 155.0187
12453 155.0782
12455 150.6114
12460 629.7702
12462 156.0670
12464 153.8293
12466 145.2295
12469 198.2250
12471 166.6737
12473 329.1795
12480 263.8599
12481 218.3044
12482 151.2333
12484 154.3089
12489 722.5791
12491 248.5321
12493 165.0214
12494 239.6676
12497 240.2154
12503 328.6545
12507 196.3353
12508 156.1141
12512 161.2363
12514 154.3652
12515 176.3692
12516 146.3504
12518 167.3211
12521 144.9746
12524 145.2752
12526 190.0707
12530 203.7407
12533 144.9135
12535 144.9832
12539 147.6748
12540 148.2350
12542 176.6306
12548 204.3666
12549 175.1154
12550 148.7608
12557 192.6843
12559 177.9314
12560 4022.7415
12561 150.4446
12564 144.7527
12576 169.4887
12577 226.1180
12580 278.8652
12585 152.0630
12588 151.9859
12591 146.7284
12593 153.3914
12595 147.6997
12597 151.2634
12598 324.6519
12600 2067.5027
12604 306.6032
12605 147.8155
12610 205.1677
12616 147.2102
12621 144.9136
12630 316.1198
12631 145.2557
12639 146.4219
12642 146.4030
12646 151.4174
12649 148.2414
12653 149.8224
12654 147.5435
12657 245.4260
12661 145.6874
12667 148.6387
12670 143.3732
12674 164.9535
12675 160.9263
12677 201.0731
12681 145.2295
12685 153.7991
12693 153.4324
12696 168.2250
12697 626.0228
12704 171.4872
12707 256.8011
12710 150.1190
12711 149.1180
12715 246.7463
12718 183.6536
12719 154.8189
12720 500.0219
12729 3043.0480
12732 259.9648
12739 149.3944
12745 148.2161
12748 256.4548
12756 3035.1236
12757 173.3593
12760 235.6169
12762 227.6281
12764 3567.2517
12765 206.3664
12768 202.9446
12776 146.2649
12782 220.4391
12783 200.9829
12796 149.0823
12800 148.1393
12802 190.1903
12803 182.7499
12804 152.4965
12809 156.2441
12810 211.9530
12815 629.2147
12819 149.5406
12821 147.1442
12822 157.3089
12828 461.9167
12830 202.5455
12833 146.0026
12835 2705.5059
12837 159.0608
12840 165.5131
12843 233.7459
12844 148.4043
12845 149.2417
12849 232.9718
12851 145.3421
12852 193.5753
12858 626.5119
12859 173.6133
12860 231.4185
12861 151.8380
12864 149.7369
12869 149.9551
12875 303.4149
12876 152.2626
12878 148.7154
12881 145.6503
12885 155.3262
12887 145.2875
12893 179.2876
12894 147.9674
12895 154.4547
12896 152.1088
12900 145.2990
12904 157.6769
12905 207.8952
12906 274.2444
12913 144.6168
12920 162.5209
12923 188.1274
12924 2042.4107
12926 244.1519
12935 152.8185
12936 145.5973
12938 216.6283
12939 175.2907
12940 243.3309
12943 145.6665
12946 144.5152
12947 149.1777
12949 327.1737
12959 147.4536
12964 174.0596
12966 229.4536
12967 149.9616
12968 3366.5165
12971 221.0374
12985 191.4297
12986 291.6634
12987 145.5604
12991 146.3634
12992 240.3693
12993 151.1180
13000 4011.6034
13001 1323.6374
13002 177.4606
13007 260.9469
13008 146.3968
13011 353.8042
13019 194.2835
13020 149.5690
13021 206.8261
13029 158.6259
13030 154.0207
13031 146.9381
13033 165.3604
13044 149.8292
13049 145.6857
13050 201.9352
13053 208.5909
13059 175.1204
13061 144.8757
13070 146.4518
13074 148.6132
13077 254.8286
13078 198.3117
13080 152.5130
13081 208.5149
13084 164.3751
13085 144.3711
13086 160.1128
13087 154.3700
13088 180.2379
13089 147.8412
13090 167.1189
13091 151.9442
13093 3676.0190
13096 156.6054
13099 229.4382
13100 150.1559
13103 206.8082
13104 420.1488
13113 148.0155
13117 250.3373
13118 144.7527
13125 151.3351
13129 1074.9584
13145 145.5391
13147 218.3150
13151 152.0530
13156 155.6045
13161 246.3810
13164 3483.6381
13165 180.2225
13172 185.3984
13176 363.5729
13177 190.4469
13180 147.1750
13182 217.5076
13185 161.9091
13196 147.3952
13200 223.2826
13201 203.8446
13204 268.2054
13206 151.0413
13210 144.7281
13211 153.8609
13214 282.1327
13215 221.1823
13216 149.7369
13221 954.1664
13222 159.0527
13224 146.1145
13226 157.2916
13230 153.4144
13232 254.4416
13236 151.8647
13238 171.8926
13239 146.9173
13240 145.8259
13244 192.2971
13246 177.3562
13247 145.7613
13248 147.6051
13249 267.0469
13263 152.7500
13264 148.8157
13266 4107.1948
13268 171.4286
13275 215.3709
13278 148.2512
13280 283.8353
13286 151.7719
13287 149.5149
13296 151.5293
13298 149.0079
13300 303.3408
13303 159.0736
13305 179.3007
13306 173.7805
13308 146.6444
13315 147.9787
13318 153.6266
13323 145.1039
13325 144.9150
13329 209.1025
13331 145.8951
13336 148.2504
13337 227.5103
13340 179.9744
13349 145.0203
13352 147.9105
13353 143.7917
13362 144.8100
13364 151.0393
13366 150.3690
13367 156.7550
13368 277.4420
13372 149.5891
13376 149.5762
13377 150.1192
13378 154.8675
13380 149.9946
13384 146.8130
13385 184.7907
13388 147.0479
13389 151.0215
13390 186.5787
13393 149.7369
13398 958.0220
13404 204.4309
13406 146.4867
13407 156.6900
13408 156.6549
13410 148.7974
13413 147.5571
13416 157.1407
13417 201.4523
13424 186.8975
13428 149.8873
13436 196.4344
13439 222.9178
13440 146.7589
13441 200.6113
13442 151.1313
13447 145.5119
13448 159.7856
13450 149.5235
13455 203.4267
13463 146.5615
13465 151.0124
13468 149.9078
13473 149.6879
13476 146.4415
13478 221.0494
13479 145.2732
13484 170.0747
13493 147.8872
13496 159.5289
13500 230.2225
13506 150.6364
13514 201.1207
13515 146.8602
13517 199.3715
13518 146.0151
13528 149.1487
13533 161.0753
13536 150.1053
13537 151.3195
13540 151.6158
13542 163.0161
13545 145.2117
13549 201.4215
13553 172.6259
13556 146.1444
13563 240.3693
13564 223.1472
13567 238.0241
13569 146.4593
13576 151.8900
13577 151.0393
13582 176.1874
13583 361.8062
13584 144.9853
13585 240.8271
13586 151.7170
13589 271.0363
13594 148.9657
13595 151.6070
13596 159.5694
13598 179.9121
13607 147.4563
13614 155.4711
13615 274.3254
13616 166.5615
13620 145.5641
13623 289.9948
13625 181.9248
13626 224.3024
13628 146.0337
13633 148.4435
13637 151.1593
13645 200.0788
13646 150.0690
13647 371.6242
13649 179.0307
13652 145.5306
13653 155.4163
13656 261.0466
13658 148.3473
13660 195.4815
13662 155.6364
13667 153.3751
13670 145.1069
13674 150.0823
13675 244.4613
13676 165.6334
13680 144.8262
13683 146.1386
13684 258.1284
13687 148.1353
13688 3342.8503
13693 167.4414
13696 258.1370
13697 148.5728
13698 162.1401
13699 146.8344
13700 196.9849
13702 200.5737
13710 151.7095
13715 169.0385
13720 158.6934
13722 149.2976
13723 3474.8601
13724 145.7853
13731 154.5539
13734 145.5808
13735 165.7784
13736 194.8323
13737 217.4097
13738 219.9335
13740 167.4292
13745 147.8237
13749 144.9388
13750 196.9456
13751 163.2977
13753 182.6375
13754 146.7159
13756 158.9863
13758 163.3087
13759 172.9332
13760 144.6433
13762 157.7663
13763 199.7795
13765 344.4550
13766 145.5458
13769 151.0350
13771 149.7866
13772 144.7861
13774 145.9595
13776 158.5595
13778 159.5856
13783 214.0101
13785 154.8781
13789 2979.9743
13799 236.3901
13801 146.4978
13806 156.2471
13809 341.7539
13810 145.8623
13811 149.7603
13812 151.9066
13813 167.9472
13816 146.7691
13823 147.6953
13825 192.5354
13827 146.6852
13832 212.5367
13837 213.7479
13838 156.0567
13841 244.5941
13843 145.5261
13845 158.6067
13846 169.2469
13848 148.1571
13851 145.4068
13855 151.2428
13858 147.9016
13860 155.0788
13861 157.7553
13862 199.6011
13863 158.5258
13864 149.9291
13867 148.3624
13870 146.1082
13872 147.7143
13873 163.6407
13874 250.1468
13875 151.0050
13876 150.8178
13877 265.0304
13881 210.9277
13883 155.7434
13884 148.7709
13895 148.2551
13900 172.1798
13903 171.4872
13906 2400.9173
13911 180.9905
13912 145.6034
13913 182.4495
13915 189.7152
13920 145.2269
13921 171.5589
13924 148.0438
13927 159.7101
13929 153.6176
13933 213.9980
13935 147.1925
13937 150.2464
13938 164.4976
13939 147.6699
13940 477.9323
13942 168.8032
13944 149.7935
13950 148.5199
13957 151.6070
13958 149.8710
13959 241.3057
13961 159.0202
13963 147.0236
13965 155.7405
13968 146.3559
13969 157.2690
13972 231.2396
13973 145.5461
13975 145.2602
13976 146.8631
13981 2929.4873
13983 150.1206
13988 146.3845
13991 158.9419
13994 148.9111
13995 721.7181
13997 253.2386
14004 294.8509
14006 144.7861
14012 315.8963
14021 145.5650
14026 218.3528
14027 280.9659
14028 399.4331
14029 145.6308
14031 145.3746
14032 171.1034
14039 145.7134
14040 149.2563
14045 728.5211
14051 148.9281
14053 174.2642
14055 299.9422
14057 174.2026
14058 256.8698
14060 177.9523
14062 145.8781
14072 158.7571
14073 196.3494
14075 197.5717
14076 151.5034
14084 165.7572
14086 154.2886
14088 149.0795
14089 146.7945
14093 159.8742
14094 231.6289
14096 148.0326
14098 170.9065
14102 151.1056
14113 147.3777
14119 167.9694
14120 189.9645
14128 159.0343
14131 205.1566
14136 158.2364
14139 165.5887
14140 164.1646
14144 151.1575
14146 180.7063
14148 148.8374
14149 160.1948
14151 171.8735
14152 172.3170
14153 144.6187
14154 148.1587
14156 259.9230
14157 149.3785
14160 226.0116
14161 225.2154
14163 174.4693
14164 151.5699
14165 149.7369
14173 155.1144
14177 144.3848
14179 146.4235
14181 148.2010
14186 504.8158
14187 153.2933
14190 212.1050
14197 147.2723
14200 214.5066
14205 151.2708
14207 176.5603
14208 148.7347
14212 224.6772
14215 153.1679
14218 144.7985
14225 146.0440
14232 177.8352
14240 154.5907
14244 145.9595
14245 149.1031
14248 145.9062
14250 180.4245
14253 159.6643
14263 155.3723
14266 149.8960
14268 190.5282
14271 151.0741
14280 157.7416
14281 150.1056
14282 989.2145
14288 147.8682
14290 200.1996
14293 154.0050
14294 162.8129
14306 4135.1002
14307 145.0109
14308 3439.5697
14309 157.3861
14318 3954.1141
14323 159.5466
14324 160.1968
14328 1936.1353
14329 145.8824
14331 147.2703
14332 148.2377
14333 149.0117
14335 144.1092
14338 4219.0292
14340 630.0681
14343 149.7369
14344 170.9506
14349 150.3818
14352 151.1846
14362 146.4054
14363 2066.2890
14369 154.5099
14371 319.6554
14372 156.3781
14377 216.6283
14384 224.9481
14386 1904.5664
14388 148.0947
14394 150.7137
14396 376.4416
14397 161.0008
14398 190.2346
14406 216.1750
14409 146.6030
14410 157.9759
14414 208.6572
14415 146.2568
14418 190.1906
14421 175.0559
14422 154.3875
14423 158.5911
14424 151.8869
14425 144.8705
14427 151.0215
14429 154.3063
14438 146.1806
14440 157.6831
14443 148.0769
14445 174.9604
