layerId nodeId binId sigmaInterval_lb sigmaInterval_ub sigmaFreq
1 57 0 -0.1636805220 -0.1333370889 98
1 57 1 -0.1333370889 -0.1029936558 1997
1 57 2 -0.1029936558 -0.0726502227 5519
1 57 3 -0.0726502227 -0.0423067896 5763
1 57 4 -0.0423067896 -0.0119633565 5003
1 57 5 -0.0119633565 0.0183800766 391
1 57 6 0.0183800766 0.0487235097 44
1 57 7 0.0487235097 0.0790669428 5
1 58 0 -0.1581800607 -0.1228289942 339
1 58 1 -0.1228289942 -0.0874779277 3689
1 58 2 -0.0874779277 -0.0521268612 6265
1 58 3 -0.0521268612 -0.0167757947 5596
1 58 4 -0.0167757947 0.0185752718 2705
1 58 5 0.0185752718 0.0539263383 186
1 58 6 0.0539263383 0.0892774048 38
1 58 7 0.0892774048 0.1246284713 2
1 59 0 -0.0278649007 0.2024497017 5816
1 59 1 0.2024497017 0.4327643041 5860
1 59 2 0.4327643041 0.6630789065 5229
1 59 3 0.6630789065 0.8933935089 1840
1 59 4 0.8933935089 1.1237081113 75
1 60 0 -0.0270644731 0.1645780168 5043
1 60 1 0.1645780168 0.3562205067 5864
1 60 2 0.3562205067 0.5478629966 5428
1 60 3 0.5478629966 0.7395054865 2314
1 60 4 0.7395054865 0.9311479764 171
1 61 0 -0.2616697350 -0.2105474735 59
1 61 1 -0.2105474735 -0.1594252120 1727
1 61 2 -0.1594252120 -0.1083029505 5371
1 61 3 -0.1083029505 -0.0571806890 5552
1 61 4 -0.0571806890 -0.0060584275 5598
1 61 5 -0.0060584275 0.0450638340 469
1 61 6 0.0450638340 0.0961860955 41
1 61 7 0.0961860955 0.1473083570 3
1 62 0 -0.2313097572 -0.1839774460 276
1 62 1 -0.1839774460 -0.1366451348 3484
1 62 2 -0.1366451348 -0.0893128236 5790
1 62 3 -0.0893128236 -0.0419805124 5487
1 62 4 -0.0419805124 0.0053517988 3776
1 62 5 0.0053517988 0.0526841100 7
1 63 0 -0.1383403494 -0.0943417269 222
1 63 1 -0.0943417269 -0.0503431044 5615
1 63 2 -0.0503431044 -0.0063444819 8675
1 63 3 -0.0063444819 0.0376541406 2807
1 63 4 0.0376541406 0.0816527631 917
1 63 5 0.0816527631 0.1256513856 372
1 63 6 0.1256513856 0.1696500081 141
1 63 7 0.1696500081 0.2136486306 47
1 63 8 0.2136486306 0.2576472531 20
1 63 9 0.2576472531 0.3016458756 4
1 64 0 -0.2134834188 -0.1674731491 324
1 64 1 -0.1674731491 -0.1214628794 2934
1 64 2 -0.1214628794 -0.0754526097 6115
1 64 3 -0.0754526097 -0.0294423400 5726
1 64 4 -0.0294423400 0.0165679297 3528
1 64 5 0.0165679297 0.0625781994 169
1 64 6 0.0625781994 0.1085884691 21
1 64 7 0.1085884691 0.1545987388 3
1 65 0 -0.2296516986 -0.1789820182 566
1 65 1 -0.1789820182 -0.1283123378 3371
1 65 2 -0.1283123378 -0.0776426574 5745
1 65 3 -0.0776426574 -0.0269729770 6237
1 65 4 -0.0269729770 0.0236967034 2752
1 65 5 0.0236967034 0.0743663838 111
1 65 6 0.0743663838 0.1250360642 34
1 65 7 0.1250360642 0.1757057446 4
1 66 0 -0.0072450634 0.1701276394 3249
1 66 1 0.1701276394 0.3475003422 5799
1 66 2 0.3475003422 0.5248730450 6264
1 66 3 0.5248730450 0.7022457478 3008
1 66 4 0.7022457478 0.8796184506 484
1 66 5 0.8796184506 1.0569911534 16
1 67 0 -0.0137953305 0.2300103773 5002
1 67 1 0.2300103773 0.4738160851 5752
1 67 2 0.4738160851 0.7176217929 5408
1 67 3 0.7176217929 0.9614275007 2441
1 67 4 0.9614275007 1.2052332085 214
1 67 5 1.2052332085 1.4490389163 3
1 68 0 -0.0293613939 0.0431590935 8012
1 68 1 0.0431590935 0.1156795809 5225
1 68 2 0.1156795809 0.1882000683 4010
1 68 3 0.1882000683 0.2607205557 1468
1 68 4 0.2607205557 0.3332410431 105
1 69 0 -0.0158940196 0.2127226066 4537
1 69 1 0.2127226066 0.4413392328 6261
1 69 2 0.4413392328 0.6699558590 5531
1 69 3 0.6699558590 0.8985724852 2157
1 69 4 0.8985724852 1.1271891114 328
1 69 5 1.1271891114 1.3558057376 6
1 70 0 -0.0082718996 0.2114145299 4114
1 70 1 0.2114145299 0.4311009594 5996
1 70 2 0.4311009594 0.6507873889 5468
1 70 3 0.6507873889 0.8704738184 2997
1 70 4 0.8704738184 1.0901602479 245
1 71 0 -0.1444652494 -0.1160535916 206
1 71 1 -0.1160535916 -0.0876419338 2316
1 71 2 -0.0876419338 -0.0592302760 5799
1 71 3 -0.0592302760 -0.0308186182 6080
1 71 4 -0.0308186182 -0.0024069604 4162
1 71 5 -0.0024069604 0.0260046974 213
1 71 6 0.0260046974 0.0544163552 34
1 71 7 0.0544163552 0.0828280130 8
1 71 8 0.0828280130 0.1112396708 1
1 71 9 0.1112396708 0.1396513286 1
1 72 0 -0.2674907322 -0.2144524649 255
1 72 1 -0.2144524649 -0.1614141976 2640
1 72 2 -0.1614141976 -0.1083759303 5454
1 72 3 -0.1083759303 -0.0553376630 6028
1 72 4 -0.0553376630 -0.0022993957 4403
1 72 5 -0.0022993957 0.0507388716 38
1 72 6 0.0507388716 0.1037771389 2
1 73 0 -0.1168532667 -0.0885162830 303
1 73 1 -0.0885162830 -0.0601792993 3937
1 73 2 -0.0601792993 -0.0318423156 7124
1 73 3 -0.0318423156 -0.0035053319 5977
1 73 4 -0.0035053319 0.0248316518 965
1 73 5 0.0248316518 0.0531686355 336
1 73 6 0.0531686355 0.0815056192 121
1 73 7 0.0815056192 0.1098426029 47
1 73 8 0.1098426029 0.1381795866 9
1 73 9 0.1381795866 0.1665165703 1
1 74 0 -0.2058504744 -0.1617172175 312
1 74 1 -0.1617172175 -0.1175839606 3630
1 74 2 -0.1175839606 -0.0734507037 6174
1 74 3 -0.0734507037 -0.0293174468 5042
1 74 4 -0.0293174468 0.0148158101 3558
1 74 5 0.0148158101 0.0589490670 93
1 74 6 0.0589490670 0.1030823239 10
1 74 7 0.1030823239 0.1472155808 1
1 75 0 -0.1204794598 -0.0863898466 435
1 75 1 -0.0863898466 -0.0523002334 4307
1 75 2 -0.0523002334 -0.0182106202 8030
1 75 3 -0.0182106202 0.0158789930 4744
1 75 4 0.0158789930 0.0499686062 742
1 75 5 0.0499686062 0.0840582194 304
1 75 6 0.0840582194 0.1181478326 198
1 75 7 0.1181478326 0.1522374458 42
1 75 8 0.1522374458 0.1863270590 18
1 76 0 -0.0166811715 0.1876548153 4990
1 76 1 0.1876548153 0.3919908021 5863
1 76 2 0.3919908021 0.5963267889 5720
1 76 3 0.5963267889 0.8006627757 1969
1 76 4 0.8006627757 1.0049987625 275
1 76 5 1.0049987625 1.2093347493 3
1 77 0 -0.2049974989 -0.1561956263 323
1 77 1 -0.1561956263 -0.1073937537 4580
1 77 2 -0.1073937537 -0.0585918811 6167
1 77 3 -0.0585918811 -0.0097900085 5448
1 77 4 -0.0097900085 0.0390118641 1957
1 77 5 0.0390118641 0.0878137367 327
1 77 6 0.0878137367 0.1366156093 18
1 78 0 -0.0283139299 0.2234587616 6463
1 78 1 0.2234587616 0.4752314531 5669
1 78 2 0.4752314531 0.7270041446 4759
1 78 3 0.7270041446 0.9787768361 1891
1 78 4 0.9787768361 1.2305495276 38
1 79 0 -0.2245055283 -0.1728151206 277
1 79 1 -0.1728151206 -0.1211247129 4094
1 79 2 -0.1211247129 -0.0694343052 6182
1 79 3 -0.0694343052 -0.0177438975 5593
1 79 4 -0.0177438975 0.0339465102 2333
1 79 5 0.0339465102 0.0856369179 320
1 79 6 0.0856369179 0.1373273256 20
1 79 7 0.1373273256 0.1890177333 1
1 80 0 -0.1774317444 -0.1165204554 875
1 80 1 -0.1165204554 -0.0556091664 7414
1 80 2 -0.0556091664 0.0053021226 7323
1 80 3 0.0053021226 0.0662134116 1796
1 80 4 0.0662134116 0.1271247006 1000
1 80 5 0.1271247006 0.1880359896 390
1 80 6 0.1880359896 0.2489472786 22
1 81 0 -0.0189707291 0.2069894345 5727
1 81 1 0.2069894345 0.4329495981 6019
1 81 2 0.4329495981 0.6589097617 4984
1 81 3 0.6589097617 0.8848699253 1960
1 81 4 0.8848699253 1.1108300889 130
1 82 0 -0.0909351765 -0.0752794885 19
1 82 1 -0.0752794885 -0.0596238005 513
1 82 2 -0.0596238005 -0.0439681125 3687
1 82 3 -0.0439681125 -0.0283124245 4911
1 82 4 -0.0283124245 -0.0126567365 7517
1 82 5 -0.0126567365 0.0029989515 2090
1 82 6 0.0029989515 0.0186546395 51
1 82 7 0.0186546395 0.0343103275 20
1 82 8 0.0343103275 0.0499660155 9
1 82 9 0.0499660155 0.0656217035 2
1 82 11 0.0812773915 0.0969330795 1
1 83 0 -0.2621862549 -0.2093803397 91
1 83 1 -0.2093803397 -0.1565744245 1803
1 83 2 -0.1565744245 -0.1037685093 5356
1 83 3 -0.1037685093 -0.0509625941 5709
1 83 4 -0.0509625941 0.0018433211 5665
1 83 5 0.0018433211 0.0546492363 175
1 83 6 0.0546492363 0.1074551515 17
1 83 7 0.1074551515 0.1602610667 4
1 84 0 -0.0223515312 0.1971252625 5509
1 84 1 0.1971252625 0.4166020562 6071
1 84 2 0.4166020562 0.6360788499 4953
1 84 3 0.6360788499 0.8555556436 2177
1 84 4 0.8555556436 1.0750324373 110
