inputId Score
10102 4299.8108
10105 154.2120
10110 318.1378
10115 4358.8643
10122 4362.1224
10123 4234.6088
10124 2873.5531
10125 4223.4050
10127 4297.9123
10129 4355.9999
10131 4389.1130
10146 4175.9714
10154 4327.0139
10157 4356.7532
10168 4388.3597
10169 4193.3241
10180 3863.1407
10181 4324.1495
10184 4391.4680
10185 4235.7456
10188 4328.6626
10197 4322.4826
10198 4324.1495
10199 2191.5051
10208 4269.3724
10209 4324.1495
10211 4324.1495
10216 4324.1495
10217 4332.0348
10229 4267.7560
10230 4356.7532
10232 4233.9157
10235 4235.8824
10237 4262.1388
10238 4327.0139
10240 4324.1495
10252 1132.1321
10254 4324.1495
10259 4048.8094
10262 1247.4372
10264 4135.9624
10266 131.2273
10268 3418.3065
10269 4327.0139
10270 4264.1303
10272 4356.7532
10274 466.2311
10276 4324.1495
10277 1729.6838
10278 4355.9999
10282 4334.0456
10283 1887.4004
10286 4324.1495
10287 4388.3597
10288 3698.6718
10291 4271.5891
10294 4388.6036
10298 4391.4680
10305 4355.9999
10308 133.4971
10309 4355.9999
10313 4297.1713
10326 4300.7767
10327 4356.7532
10331 3311.5360
10333 4355.9999
10335 2013.9478
10339 4356.7532
10340 4327.0139
10347 4356.7532
10348 4388.6036
10354 4359.6176
10356 4391.4680
10362 4359.6176
10365 4356.7532
10366 4172.1452
10369 4420.9634
10372 4323.4553
10373 4358.8643
10381 4391.4680
10383 4302.8344
10384 4389.1130
10388 4387.6187
10392 4388.6036
10393 4233.0599
10397 3810.0824
10398 4362.1224
10405 4324.1495
10413 4304.1926
10416 1806.7091
10423 4358.8643
10428 4127.7501
10432 4355.9999
10433 4296.0727
10436 4048.0394
10441 4327.0139
10442 4420.9634
10444 4326.3402
10445 2779.0747
10448 4327.0139
10449 4262.8159
10455 4355.9999
10456 3527.7431
10458 2652.9599
10460 4197.3112
10465 3566.4267
10467 4050.6968
10474 4356.0590
10475 4356.5093
10476 4172.1045
10479 4324.1495
10483 4324.1495
10486 4324.1495
10489 145.7516
10494 4295.5522
10495 4201.7604
10497 3917.9879
10499 4356.7532
10500 4391.4680
10506 4268.3656
10507 4391.4680
10514 617.1326
10517 4286.0681
10518 3881.4139
10521 3876.4257
10525 144.7580
10531 4389.1130
10536 4297.9123
10538 4387.6187
10542 4355.9999
10554 4270.0656
10555 4388.3597
10557 4296.2453
10559 4324.1495
10568 4388.6036
10570 4356.7532
10575 4299.6781
10576 4169.7014
10578 4324.1495
10579 142.6291
10580 4356.5093
10581 4291.5684
10582 4354.3329
10583 4331.9533
10590 4391.4680
10594 4295.5682
10597 1557.0889
10599 4334.0456
10600 3839.6658
10606 4420.9634
10607 2091.4747
10609 4391.4680
10611 3256.3080
10614 4420.9634
10615 4355.9999
10619 1195.9292
10620 4355.9999
10621 4296.0956
10626 4104.5317
10630 4305.6966
10632 3915.0816
10635 4201.7604
10639 4300.7767
10642 164.8895
10645 4070.4376
10652 4420.9634
10653 4199.8833
10656 4356.5093
10659 133.3398
10662 3482.2749
10665 325.9829
10666 4355.9999
10667 4300.7767
10668 1573.5122
10670 4324.6699
10672 4327.0139
10674 4327.0139
10677 4358.8643
10687 4328.6626
10691 3757.7385
10692 4356.5093
10703 4201.7604
10708 188.4608
10710 4389.1130
10722 4355.9999
10724 4264.4828
10725 4420.9634
10726 4270.9819
10729 4269.3724
10731 4322.4826
10732 4359.6176
10734 4260.1740
10742 4359.6176
10744 4355.9999
10745 4332.6270
10746 4355.9999
10747 4391.4680
10748 4321.8055
10749 4300.7767
10753 148.2844
10754 4359.6176
10756 1350.3220
10757 4388.3597
10763 4391.4680
10764 4327.0139
10766 4355.9999
10767 1199.0250
10769 4078.9325
10772 155.5924
10775 1001.2768
10784 4300.7767
10786 4420.9634
10789 3354.4022
10793 4391.4680
10795 4234.3912
10798 4297.9123
10799 4300.7767
10800 4359.6176
10801 4327.4123
10805 4300.7767
10813 2179.6707
10816 4327.0139
10817 4355.9999
10819 2619.3857
10824 4354.3329
10826 4168.3705
10827 4322.4826
10830 4327.0139
10833 4324.1495
10834 132.8342
10837 148.6010
10844 4231.1357
10845 4391.4680
10849 4358.8643
10850 4391.4680
10851 4359.6176
10854 4300.7767
10857 4201.3907
10872 4053.7359
10873 4296.0727
10885 4327.0139
10889 767.6880
10891 4030.2447
10901 4303.5856
10902 4324.1495
10903 4389.1130
10904 135.9476
10905 4355.9999
10906 357.3178
10909 4391.4680
10914 1809.6227
10919 3902.6630
10920 168.2339
10922 4356.5093
10937 4227.2714
10939 4360.0063
10942 4356.5093
10944 4200.9320
10949 4172.1045
10950 3952.4876
10956 4359.6176
10966 4388.3597
10970 3966.3343
10972 203.7416
10977 129.2122
10981 4297.9123
10984 4324.1495
10990 4388.6036
10991 4175.0244
10992 4324.1495
10993 182.7250
10994 3966.7495
10997 4166.6973
10999 4359.6176
11000 4354.3329
11003 4324.1495
11005 4359.7720
11006 4358.8643
11011 3807.2770
11016 4358.8643
11020 4288.1287
11026 4324.1495
11031 4300.7767
11032 4264.3060
11033 4420.9634
11035 4359.6176
11036 2560.8713
11038 4300.7767
11042 4286.7760
11046 4270.7539
11047 4297.9123
11048 4258.0400
11049 3998.9467
11053 4297.9123
11055 4324.1495
11057 4391.4680
11063 4355.9999
11068 3447.7179
11069 4391.4680
11072 4327.0139
11073 4420.9634
11080 2021.8343
11082 4227.9678
11083 4388.3597
11085 3194.1081
11095 4294.8273
11102 4355.9999
11104 3909.9304
11106 4300.7767
11107 4391.4680
11109 4420.9634
11111 153.5935
11115 2223.5653
11125 4327.0139
11129 4391.4680
11133 4322.4826
11134 411.5385
11135 4327.0139
11136 4296.2453
11138 4389.1130
11139 4107.9590
11141 4290.7201
11142 4327.0139
11148 4300.7767
11149 180.7893
11159 235.7228
11161 1063.9825
11162 4356.7532
11170 3822.6705
11182 4296.0727
11184 4236.0019
11186 3203.7654
11189 4224.0296
11192 4359.6176
11193 4356.5093
11197 906.9369
11198 4087.2260
11208 4356.7532
11209 131.5935
11212 3931.4339
11214 205.7878
11217 4358.8643
11218 4324.1495
11221 4391.4680
11222 170.5379
11225 4391.4680
11233 4232.2648
11234 4322.4826
11239 4330.2720
11241 4288.3760
11243 4391.4680
11249 4358.8643
11250 4388.3597
11253 4289.0531
11261 4357.3517
11264 4008.3178
11267 4327.0139
11271 248.1362
11272 142.5497
11283 4327.0139
11284 4290.7201
11285 4322.4826
11286 182.0804
11291 4357.5711
11297 4358.8643
11299 4355.9999
11303 4386.9367
11304 4356.7532
11306 4389.1130
11310 3904.3300
11311 4420.9634
11312 4354.3329
11315 4356.5093
11328 4388.3597
11329 4324.1495
11331 3486.7905
11336 1789.6827
11337 4388.6036
11342 4297.9123
11343 4296.0727
11347 4320.1385
11348 1118.9967
11350 4270.5764
11352 4327.0139
11354 4298.4326
11356 4330.5997
11359 4297.7809
11360 4142.0640
11361 526.1495
11362 3891.0857
11365 4355.9999
11366 3900.9629
11367 4355.9999
11368 130.7492
11379 4391.4680
11383 4301.5795
11385 4047.4340
11387 4327.0139
11388 4355.9999
11389 4271.6750
11398 4356.5093
11401 129.4277
11403 4322.4826
11404 4297.9123
11412 4327.0139
11414 4166.4460
11415 4359.6176
11418 4386.9367
11420 4325.9046
11424 928.4776
11430 3647.6732
11444 4358.8643
11446 4288.3760
11447 3262.9434
11454 4327.0139
11455 4391.4680
11457 4391.4680
11459 4207.4355
11461 4354.3329
11462 4359.6176
11464 4296.8448
11467 2140.6865
11471 4420.9634
11473 3600.4321
11474 4075.9680
11476 4355.9999
11479 4386.9367
11485 4388.6036
11488 3668.7937
11489 4261.1424
11494 4391.4680
11495 4327.0139
11499 4327.0139
11501 4327.0139
11503 4324.1495
11508 313.2496
11510 4237.1538
11513 3850.0607
11515 4229.2134
11522 4420.9634
11523 4358.8643
11524 4300.7767
11528 4388.3597
11530 4324.1495
11539 4300.7767
11553 4264.3060
11554 4235.9376
11555 4359.6176
11559 1661.5810
11560 2388.8986
11562 4359.6176
11564 4324.1495
11565 3976.9553
11566 4359.6176
11567 4355.9999
11568 4327.0139
11570 4259.7079
11571 4269.7291
11574 153.9208
11575 4264.4828
11579 4356.7532
11581 4391.4680
11593 4388.6036
11594 4322.4826
11595 4111.7733
11609 4294.8273
11610 2143.0729
11612 3654.3228
11621 4322.4826
11624 141.8497
11625 2094.9157
11628 4324.1495
11629 4289.5971
11634 1000.2471
11640 2160.2139
11643 4149.3566
11644 4300.7767
11645 276.1235
11646 4262.0382
11648 4296.2453
11649 4328.8379
11653 4356.7532
11654 2959.2214
11659 1199.0250
11662 4356.7532
11666 4286.7091
11668 4113.5047
11670 1963.7087
11671 4225.9939
11674 3018.4354
11677 3963.4185
11679 2035.6939
11681 4327.0139
11684 2482.6879
11688 4054.4540
11690 4327.0139
11691 4420.9634
11697 4303.8571
11705 4324.1495
11706 4355.9999
11710 4327.0139
11712 4324.1495
11713 4324.1495
11714 4324.1495
11716 4226.9869
11721 3164.3982
11722 4169.9238
11724 4359.6176
11725 4200.9320
11727 168.0232
11732 4297.9123
11740 4355.9999
11743 4355.9999
11744 4327.0139
11746 4387.6187
11748 483.4001
11749 4288.4564
11753 4296.2453
11755 4231.4013
11758 4388.6036
11763 4388.6036
11764 4227.9282
11765 2421.5252
11766 4298.5053
11772 4297.9123
11775 4290.0791
11776 4388.3597
11780 4288.3760
11782 2133.1899
11785 4420.9634
11788 4420.9634
11791 4359.6176
11792 4388.3597
11795 4262.1388
11798 4356.7532
11803 4264.4828
11804 4389.1130
11807 3731.9663
11809 3287.6710
11815 4327.0139
11817 4356.5093
11820 4166.4460
11824 1327.7280
11825 4359.6176
11826 4325.6829
11828 3990.7150
11831 4328.2075
11833 4327.0139
11835 4103.5310
11837 3920.6962
11839 4391.4680
11847 4227.9678
11848 4356.5093
11852 202.0543
11854 4227.9678
11855 4359.6176
11856 4358.8643
11857 197.5916
11864 1536.8642
11877 4296.2453
11879 4388.6036
11882 2709.0614
11884 4356.7532
11886 3666.9735
11890 250.0726
11892 4296.3028
11894 2300.3581
11896 1526.3714
11899 4388.3597
11901 4356.7532
11904 283.8198
11911 4300.7389
11912 4322.4826
11913 2776.4909
11915 4268.1685
11917 4081.2784
11922 4389.1130
11924 4391.4680
11931 4386.9367
11932 528.9735
11934 4199.0924
11936 4420.9634
11947 4388.3597
11954 4354.3329
11955 4327.0139
11960 4359.6176
11964 4236.5786
11965 4355.9999
11966 4355.9999
11969 816.2607
11970 166.5237
11971 266.0111
11972 4295.2721
11976 3762.2137
11979 4324.1495
11980 1356.6984
11982 4324.1495
11985 2029.8367
11986 4324.1495
11987 4288.3760
11988 4286.7091
11990 4391.4680
11993 4327.0139
11997 4388.6036
12005 4324.1495
12007 4327.0139
12010 4388.3597
12011 4324.1495
12012 4359.7720
12014 4388.6036
12020 4296.0727
12022 4327.0139
12023 146.2450
12025 4324.1495
12031 4324.1495
12043 3897.9956
12044 4043.5079
12050 4296.2453
12052 4324.1495
12059 4359.6176
12060 4356.5093
12061 4420.9634
12065 4386.9367
12066 4290.7201
12068 4391.4680
12073 3697.6850
12074 4270.9819
12077 4324.1495
12078 3246.0240
12079 4327.0139
12084 422.4821
12086 3828.3181
12089 4237.1538
12091 4268.3986
12092 146.5354
12093 4296.8448
12095 4231.7268
12096 4324.1495
12097 3934.4083
12099 4324.1495
12100 4014.8342
12105 4389.1130
12108 4356.7532
12110 3855.9417
12111 4270.5026
12112 1800.9732
12117 1252.9037
12121 4327.0139
12123 4355.9999
12125 2116.1341
12128 4299.6781
12131 231.4649
12132 4297.9123
12134 4355.9999
12143 4420.9634
12144 555.1598
12161 4327.0139
12164 4420.9634
12165 4356.5093
12169 4324.1495
12172 3284.9652
12173 4322.4826
12174 4356.5093
12176 4236.3543
12177 4294.6359
12180 4324.1495
12183 4231.4755
12185 4388.6036
12187 147.0609
12188 4420.9634
12194 4391.4680
12201 4321.8055
12203 4327.0139
12209 4149.2039
12213 4286.7091
12216 990.6019
12218 4324.1495
12220 4269.7687
12232 4329.3061
12235 4255.1756
12236 4327.0139
12237 4327.0139
12239 4319.1289
12243 4327.0139
12248 4322.4826
12252 3159.9212
12255 4304.4439
12256 4201.7604
12257 305.9689
12258 3741.2928
12263 4391.4680
12268 4300.0835
12269 4388.3597
12271 4327.0139
12273 4356.5093
12277 3359.3540
12279 4297.9123
12285 4388.3597
12286 152.1318
12287 4268.3805
12289 4267.7215
12290 4293.6918
12300 4139.3931
12311 4324.1495
12313 3888.7664
12317 3926.3134
12320 4202.9661
12326 4355.9999
12327 4388.3597
12329 994.6755
12333 4356.7532
12335 4362.1224
12336 2940.8478
12338 3792.3880
12341 3759.0042
12351 4356.5093
12352 3947.4874
12356 166.8305
12360 4355.9999
12365 4420.9634
12366 4356.7532
12371 4293.9013
12373 170.2355
12376 4288.3760
12377 4358.8643
12387 4324.1495
12399 4359.6176
12402 4327.9216
12405 1525.1021
12407 4355.9999
12409 2513.6277
12410 1194.1092
12414 3215.1750
12415 4300.7767
12416 4237.1538
12417 223.2739
12418 4391.4680
12423 4322.4826
12426 4208.3228
12427 4296.2453
12431 4355.9999
12440 4203.0132
12441 290.6520
12442 149.6124
12451 4358.8643
12453 4327.0139
12455 4324.1495
12460 162.9515
12462 4327.0139
12464 4269.2671
12466 4262.1748
12469 4391.4680
12471 4322.4826
12473 4323.4553
12480 4420.9634
12481 1212.0917
12482 4324.1495
12484 4327.0139
12489 191.3170
12491 4358.8643
12493 4322.4826
12494 1371.9482
12497 1361.9748
12503 405.6830
12507 2028.6210
12508 4327.0139
12512 4293.1416
12514 4305.6966
12515 4355.9999
12516 4290.9491
12518 4355.9999
12521 4231.0514
12524 4297.9123
12526 4388.3597
12530 4327.0139
12533 4268.4970
12535 4265.0782
12539 4288.3760
12540 4230.1838
12542 4359.6176
12548 1299.4832
12549 4358.8643
12550 4267.6247
12557 4327.0139
12559 4330.2720
12560 258.0115
12561 4303.5254
12564 4300.7767
12576 4391.4680
12577 4327.0139
12580 4420.9634
12585 4391.4680
12588 4298.9371
12591 4288.3760
12593 4324.1495
12595 4164.6770
12597 3965.1612
12598 4388.3597
12600 141.4663
12604 293.3953
12605 4261.5486
12610 4391.4680
12616 4206.0969
12621 4295.1467
12630 4388.3597
12631 4229.2034
12639 4239.7640
12642 4303.5856
12646 4286.7091
12649 4272.9300
12653 4327.0139
12654 4209.0639
12657 654.9715
12661 4268.7306
12667 4292.9435
12670 4270.0656
12674 4300.7767
12675 3834.1843
12677 1367.4743
12681 4262.1748
12685 4323.4553
12693 3961.8167
12696 4355.9999
12697 171.2535
12704 4388.6036
12707 4388.3597
12710 4324.1495
12711 4097.5457
12715 881.8981
12718 2034.3526
12719 4324.1495
12720 4420.9634
12729 149.1013
12732 4388.3597
12739 4048.7215
12745 4290.0791
12748 4391.4680
12756 154.5687
12757 4360.5130
12760 4355.9999
12762 821.7240
12764 167.0418
12765 1881.6031
12768 2190.7109
12776 4324.1495
12782 1175.4673
12783 1520.5846
12796 4293.0673
12800 4356.7532
12802 4334.0456
12803 2458.4344
12804 3939.3885
12809 4327.0139
12810 4356.5093
12815 197.9305
12819 4287.7350
12821 4261.9829
12822 4327.0139
12828 4388.3597
12830 4358.8643
12833 4267.7560
12835 146.6712
12837 4324.1495
12840 4297.9123
12843 1114.8269
12844 3967.5199
12845 4264.8463
12849 4420.9634
12851 4300.7767
12852 4391.4680
12858 174.6883
12859 4355.9999
12860 4420.9634
12861 4356.5093
12864 4327.0139
12869 4256.8355
12875 4420.9634
12876 4322.4826
12878 4359.6176
12881 4296.2453
12885 4324.1495
12887 4226.9869
12893 4388.6036
12894 4200.7325
12895 4329.1734
12896 3878.9594
12900 4324.1495
12904 4327.0139
12905 1969.8945
12906 4388.3597
12913 4324.1495
12920 4327.0139
12923 4388.6036
12924 134.7268
12926 4391.4680
12935 4356.7532
12936 4296.2453
12938 4358.8643
12939 4388.6036
12940 4359.6176
12943 4297.9123
12946 4231.9438
12947 4261.4456
12949 4391.4680
12959 4322.4826
12964 4388.6036
12966 4389.1130
12967 4270.0656
12968 168.5372
12971 1240.6087
12985 2171.7226
12986 4420.9634
12987 4288.3760
12991 4324.1495
12992 4389.1130
12993 4270.7539
13000 225.7606
13001 151.7703
13002 2963.1275
13007 559.5774
13008 4233.6727
13011 210.8464
13019 1866.3233
13020 4324.1495
13021 1721.7640
13029 3649.2487
13030 4359.6176
13031 4288.3760
13033 4274.5394
13044 4119.7481
13049 4261.6004
13050 2245.9807
13053 4361.3814
13059 4329.7627
13061 4324.1495
13070 4264.4828
13074 4297.2180
13077 4391.4680
13078 4391.4680
13080 4322.4826
13081 4391.4680
13084 4355.9999
13085 4264.4828
13086 4295.5619
13087 4324.1495
13088 4354.3329
13089 4255.1756
13090 4359.6176
13091 4327.0139
13093 206.2419
13096 4324.1495
13099 4355.3057
13100 4356.7532
13103 4420.9634
13104 213.6285
13113 3958.8953
13117 430.9973
13118 4300.7767
13125 4020.6263
13129 143.6320
13145 4226.1965
13147 1573.3577
13151 3845.7098
13156 4355.9999
13161 700.5023
13164 168.1772
13165 4327.0139
13172 4355.9999
13176 215.0860
13177 4327.0139
13180 4078.9325
13182 1527.2133
13185 4323.4086
13196 4356.5093
13200 1029.9820
13201 4356.7532
13204 4389.1130
13206 4356.7532
13210 4227.1693
13211 4262.2928
13214 313.8150
13215 1702.0829
13216 4327.0139
13221 161.2355
13222 4359.6176
13224 4237.1939
13226 4297.7809
13230 3976.7391
13232 4388.3597
13236 4329.7627
13238 4329.1734
13239 4322.4826
13240 4324.1495
13244 4391.4680
13246 4356.5093
13247 4324.1495
13248 4274.5394
13249 388.4859
13263 4324.1495
13264 4322.4826
13266 268.3225
13268 4386.9367
13275 4356.5093
13278 4207.4576
13280 4420.9634
13286 4327.0139
13287 4324.1495
13296 4327.0139
13298 4322.4826
13300 426.1175
13303 4359.6176
13305 4354.3329
13306 4391.4680
13308 4255.1756
13315 4258.7033
13318 4321.8055
13323 4297.9123
13325 4272.7477
13329 4389.1130
13331 4240.4168
13336 4356.7532
13337 4389.1130
13340 4327.0139
13349 4296.2453
13352 4324.1495
13353 4297.9123
13362 4324.1495
13364 3999.3235
13366 3947.0351
13367 3855.2930
13368 1083.5476
13372 4295.5619
13376 4255.1756
13377 4329.7627
13378 4327.0139
13380 4324.1495
13384 4322.4826
13385 4386.9367
13388 4290.7201
13389 4324.1495
13390 4327.0139
13393 4327.0139
13398 169.1120
13404 2061.9232
13406 4237.3245
13407 4356.5093
13408 4322.4826
13410 4076.8426
13413 4086.3788
13416 3735.3191
13417 4358.8643
13424 4324.1495
13428 4003.2231
13436 4359.6176
13439 1047.8538
13440 4255.1756
13441 1356.7770
13442 3997.6565
13447 4298.3324
13448 3479.7415
13450 4237.5872
13455 4358.8643
13463 4225.5309
13465 4296.1194
13468 4356.0590
13473 4293.0673
13476 4297.9123
13478 4388.3597
13479 4229.3828
13484 3027.7230
13493 4261.2973
13496 4358.8643
13500 4389.1130
13506 3908.0170
13514 1506.4003
13515 4288.3760
13517 4324.1495
13518 4235.9376
13528 4260.3840
13533 4324.1495
13536 4064.7755
13537 4327.0139
13540 4324.1495
13542 3549.5818
13545 4325.8533
13549 4355.9999
13553 3053.1203
13556 4262.7285
13563 4389.1130
13564 4354.3329
13567 4389.1130
13569 4297.9123
13576 4233.6303
13577 3965.7786
13582 4327.0139
13583 360.1609
13584 4324.1495
13585 4327.0139
13586 4324.1495
13589 318.1505
13594 4296.0727
13595 4359.6176
13596 4322.4826
13598 2669.1352
13607 4299.1672
13614 4324.1495
13615 4420.9634
13616 4327.0139
13620 4235.8824
13623 4391.4680
13625 2963.1819
13626 4324.1495
13628 4273.4408
13633 4296.0727
13637 4324.1495
13645 1722.0857
13646 4327.0139
13647 4391.4680
13649 2719.5660
13652 4259.8308
13653 3815.6403
13656 4420.9634
13658 4047.2273
13660 2138.1987
13662 3718.7329
13667 3858.9838
13670 4264.4786
13674 4356.7532
13675 562.6926
13676 4322.4826
13680 4297.9123
13683 4265.5851
13684 4391.4680
13687 3983.6661
13688 166.5941
13693 3190.7445
13696 479.8247
13697 3967.6874
13698 4322.4826
13699 4290.9491
13700 4355.9999
13702 1438.1160
13710 4040.5975
13715 4327.0139
13720 4324.1495
13722 4356.7532
13723 167.0944
13724 4172.4975
13731 4324.1495
13734 4264.4896
13735 3407.8947
13736 2523.4518
13737 1216.2349
13738 4388.6036
13740 4355.9999
13745 4321.8055
13749 4297.9123
13750 4355.9999
13751 4355.9999
13753 1812.6383
13754 4166.9911
13756 3615.5142
13758 3661.4315
13759 4327.0139
13760 4328.5701
13762 3870.0016
13763 1638.8354
13765 4356.5093
13766 4228.2191
13769 4302.8322
13771 4327.0139
13772 4297.9123
13774 4299.6781
13776 4359.6176
13778 3868.1356
13783 4386.9367
13785 3733.6610
13789 141.7231
13799 458.7493
13801 4223.0397
13806 4173.2889
13809 237.9639
13810 4234.1468
13811 4290.9420
13812 4324.1495
13813 3670.6533
13816 4327.2763
13823 4175.3871
13825 2391.8027
13827 4298.3351
13832 4420.9634
13837 4388.3597
13838 4324.1495
13841 4358.8643
13843 4230.8745
13845 3892.0627
13846 3366.6839
13848 4288.1287
13851 4356.7532
13855 4327.0139
13858 4262.2057
13860 4327.0139
13861 3923.6703
13862 2041.2996
13863 4356.7532
13864 4116.8612
13867 4327.0139
13870 4322.4826
13872 4288.6050
13873 4359.6176
13874 4356.5093
13875 4327.0139
13876 4259.3377
13877 4420.9634
13881 1788.8790
13883 3770.5300
13884 4267.6247
13895 4193.3241
13900 3390.6329
13903 4388.6036
13906 142.6601
13911 2207.6353
13912 4262.5765
13913 2871.8490
13915 2182.0854
13920 4166.4460
13921 4389.1130
13924 4290.0791
